Accuracy,RMSE,Fscore,PRC,AUC,SAR,Dataset,nInstances,nClasses,nAttributes,Algorithm,runTime,CPUtime
79.38,0.4,0.7,0.67,0.5,26.82,FICA4hepatitis,155,2,4,ZeroR,1,4229079344
83.96,0.34,0.82,0.81,0.74,28.45,FICA4hepatitis,155,2,4,PART,156,4387076081
79.83,0.4,0.79,0.81,0.72,27.05,FICA4hepatitis,155,2,4,RandomCommittee,300,4686917626
83.25,0.36,0.83,0.83,0.74,28.21,FICA4hepatitis,155,2,4,J48,20,4709033652
85.79,0.34,0.85,0.91,0.85,29.1,FICA4hepatitis,155,2,4,LMT,384,5083652209
83.25,0.34,0.82,0.91,0.85,28.26,FICA4hepatitis,155,2,4,RandomForest,468,5552125633
75.46,0.49,0.76,0.75,0.64,25.54,FICA4hepatitis,155,2,4,RandomTree,4,5557644224
86.46,0.33,0.85,0.82,0.74,29.29,FICA4hepatitis,155,2,4,REPTree,1,5562778596
73.81,0.31,0.7,0.66,0.72,25.07,FICA4lymph,148,4,4,DecisionStump,1,5575139246
54.76,0.48,0.39,0.47,0.5,18.6,FICA4lymph,148,4,4,LibSVM,129,5701624889
82.48,0.24,0.81,0.92,0.92,28.05,FICA4lymph,148,4,4,MultilayerPerceptron,1374,7080470973
83.9,0.24,0.83,0.94,0.93,28.53,FICA4lymph,148,4,4,Logistic,161,7243355400
84.52,0.24,0.84,0.94,0.93,28.74,FICA4lymph,148,4,4,SimpleLogistic,452,7697083985
81.9,0.34,0.8,0.77,0.83,27.8,FICA4lymph,148,4,4,SMO,420,8075428837
77.05,0.33,0.77,0.72,0.78,26.17,FICA4lymph,148,4,4,IBk,5,8092024653
76.48,0.28,0.75,0.9,0.88,26.03,FICA4lymph,148,4,4,KStar,158,8252699565
77.81,0.28,0.75,0.87,0.87,26.47,FICA4lymph,148,4,4,LWL,54,8307839527
75.76,0.27,0.73,0.79,0.84,25.78,FICA4lymph,148,4,4,BayesNet,11,8320657362
78.48,0.28,0.77,0.86,0.88,26.69,FICA4lymph,148,4,4,NaiveBayes,10,8333663807
78.48,0.28,0.77,0.86,0.88,26.69,FICA4lymph,148,4,4,NaiveBayesUpdateable,9,8345510021
73.81,0.34,0.7,0.7,0.74,25.07,FICA4lymph,148,4,4,AdaBoostM1,55,8404843638
80.38,0.25,0.79,0.91,0.91,27.35,FICA4lymph,148,4,4,Bagging,44,8452526859
54.76,0.36,0.39,0.47,0.5,18.63,FICA4lymph,148,4,4,Stacking,8,8462091724
78.43,0.28,0.78,0.89,0.88,26.68,FICA4lymph,148,4,4,LogitBoost,161,8617792695
54.76,0.36,0.39,0.47,0.5,18.63,FICA4lymph,148,4,4,Vote,1,8621009778
75.81,0.3,0.73,0.7,0.75,25.75,FICA4lymph,148,4,4,DecisionTable,51,8674250099
78.38,0.29,0.77,0.77,0.82,26.64,FICA4lymph,148,4,4,JRip,59,8735397295
73.05,0.36,0.7,0.65,0.72,24.8,FICA4lymph,148,4,4,OneR,2,8739833056
54.76,0.36,0.39,0.47,0.5,18.63,FICA4lymph,148,4,4,ZeroR,1,8742397753
83.86,0.24,0.83,0.86,0.9,28.5,FICA4lymph,148,4,4,PART,22,8768080244
81.24,0.27,0.8,0.84,0.87,27.61,FICA4lymph,148,4,4,RandomCommittee,79,8848255609
83.29,0.25,0.82,0.84,0.88,28.3,FICA4lymph,148,4,4,J48,21,8872355544
84.52,0.24,0.84,0.94,0.93,28.74,FICA4lymph,148,4,4,LMT,495,9371171635
82.48,0.24,0.82,0.91,0.91,28.05,FICA4lymph,148,4,4,RandomForest,373,9732356081
77.76,0.33,0.77,0.73,0.78,26.41,FICA4lymph,148,4,4,RandomTree,5,9738553319
80.62,0.26,0.78,0.82,0.86,27.41,FICA4lymph,148,4,4,REPTree,4,9744077447
64.07,0.48,0.56,0.57,0.58,21.73,FICA4cylinder-bands,540,2,4,DecisionStump,9,9765754541
57.78,0.65,0.42,0.51,0.5,19.54,FICA4cylinder-bands,540,2,4,LibSVM,474,10242342244
65.93,0.45,0.66,0.77,0.75,22.41,FICA4cylinder-bands,540,2,4,MultilayerPerceptron,2845,13091317901
65.19,0.45,0.65,0.74,0.72,22.15,FICA4cylinder-bands,540,2,4,Logistic,64,13157385436
64.44,0.46,0.63,0.72,0.7,21.89,FICA4cylinder-bands,540,2,4,SimpleLogistic,626,13785881777
64.44,0.59,0.64,0.59,0.62,21.82,FICA4cylinder-bands,540,2,4,SMO,74,13862440314
73.33,0.51,0.73,0.67,0.72,24.85,FICA4cylinder-bands,540,2,4,IBk,25,13889917864
70.74,0.44,0.7,0.79,0.78,24.03,FICA4cylinder-bands,540,2,4,KStar,2585,16479338089
63.7,0.47,0.55,0.72,0.7,21.64,FICA4cylinder-bands,540,2,4,LWL,528,16990447669
62.96,0.48,0.57,0.59,0.59,21.36,FICA4cylinder-bands,540,2,4,BayesNet,19,17001882769
64.81,0.46,0.63,0.73,0.71,22.02,FICA4cylinder-bands,540,2,4,NaiveBayes,16,17029992974
64.81,0.46,0.63,0.73,0.71,22.02,FICA4cylinder-bands,540,2,4,NaiveBayesUpdateable,8,17041396741
64.07,0.46,0.57,0.65,0.67,21.76,FICA4cylinder-bands,540,2,4,AdaBoostM1,113,17147417778
66.3,0.46,0.66,0.74,0.72,22.52,FICA4cylinder-bands,540,2,4,Bagging,174,17333584814
57.78,0.49,0.42,0.51,0.5,19.59,FICA4cylinder-bands,540,2,4,Stacking,9,17345871832
68.33,0.45,0.67,0.73,0.72,23.2,FICA4cylinder-bands,540,2,4,LogitBoost,129,17443962987
57.78,0.49,0.42,0.51,0.5,19.59,FICA4cylinder-bands,540,2,4,Vote,3,17447950031
62.96,0.48,0.57,0.59,0.59,21.36,FICA4cylinder-bands,540,2,4,DecisionTable,71,17520527786
64.63,0.48,0.63,0.62,0.63,21.93,FICA4cylinder-bands,540,2,4,JRip,175,17696062350
62.04,0.61,0.6,0.58,0.6,21.01,FICA4cylinder-bands,540,2,4,OneR,9,17706499941
57.78,0.49,0.42,0.51,0.5,19.59,FICA4cylinder-bands,540,2,4,ZeroR,1,17709144092
62.59,0.47,0.57,0.64,0.66,21.26,FICA4cylinder-bands,540,2,4,PART,40,17751896599
66.3,0.49,0.66,0.71,0.72,22.51,FICA4cylinder-bands,540,2,4,RandomCommittee,260,18006004526
62.96,0.48,0.6,0.6,0.62,21.37,FICA4cylinder-bands,540,2,4,J48,24,18040957974
63.89,0.46,0.63,0.72,0.7,21.71,FICA4cylinder-bands,540,2,4,LMT,1038,19079694738
70.19,0.44,0.7,0.78,0.77,23.84,FICA4cylinder-bands,540,2,4,RandomForest,1540,20621789702
62.96,0.61,0.63,0.59,0.62,21.33,FICA4cylinder-bands,540,2,4,RandomTree,21,20644991669
61.48,0.51,0.61,0.65,0.65,20.87,FICA4cylinder-bands,540,2,4,REPTree,16,20662775691
93.27,0.17,0.91,0.89,0.67,31.59,FICA4hypothyriod,3772,4,4,DecisionStump,46,20748458145
92.29,0.2,0.89,0.85,0.5,31.2,FICA4hypothyriod,3772,4,4,LibSVM,3223,23957092286
93.96,0.16,0.91,0.94,0.84,31.88,FICA4hypothyriod,3772,4,4,MultilayerPerceptron,34004,57996590908
93.88,0.16,0.91,0.94,0.84,31.85,FICA4hypothyriod,3772,4,4,Logistic,1844,59863949465
93.93,0.16,0.91,0.94,0.84,31.87,FICA4hypothyriod,3772,4,4,SimpleLogistic,8104,67964660343
92.6,0.32,0.89,0.87,0.53,31.27,FICA4hypothyriod,3772,4,4,SMO,585,68549164993
90.77,0.21,0.91,0.9,0.69,30.75,FICA4hypothyriod,3772,4,4,IBk,815,69370342091
93.05,0.17,0.91,0.93,0.83,31.57,FICA4hypothyriod,3772,4,4,KStar,138722,2.08E+11
93.27,0.17,0.91,0.93,0.82,31.64,FICA4hypothyriod,3772,4,4,LWL,28958,2.37E+11
93.77,0.17,0.91,0.92,0.81,31.81,FICA4hypothyriod,3772,4,4,BayesNet,102,2.37E+11
93.37,0.17,0.91,0.93,0.8,31.67,FICA4hypothyriod,3772,4,4,NaiveBayes,85,2.37E+11
93.37,0.17,0.91,0.93,0.8,31.67,FICA4hypothyriod,3772,4,4,NaiveBayesUpdateable,52,2.37E+11
93.27,0.17,0.91,0.91,0.8,31.63,FICA4hypothyriod,3772,4,4,AdaBoostM1,444,2.38E+11
93.74,0.16,0.91,0.94,0.84,31.81,FICA4hypothyriod,3772,4,4,Bagging,1160,2.39E+11
92.29,0.19,0.89,0.85,0.5,31.2,FICA4hypothyriod,3772,4,4,Stacking,59,2.39E+11
93.93,0.16,0.91,0.93,0.84,31.87,FICA4hypothyriod,3772,4,4,LogitBoost,1507,2.41E+11
92.29,0.19,0.89,0.85,0.5,31.2,FICA4hypothyriod,3772,4,4,Vote,15,2.41E+11
93.9,0.16,0.91,0.92,0.81,31.85,FICA4hypothyriod,3772,4,4,DecisionTable,496,2.41E+11
93.8,0.17,0.91,0.89,0.64,31.75,FICA4hypothyriod,3772,4,4,JRip,1306,2.42E+11
93.8,0.18,0.91,0.89,0.63,31.75,FICA4hypothyriod,3772,4,4,OneR,51,2.42E+11
92.29,0.19,0.89,0.85,0.5,31.2,FICA4hypothyriod,3772,4,4,ZeroR,6,2.42E+11
93.88,0.17,0.92,0.92,0.8,31.84,FICA4hypothyriod,3772,4,4,PART,260,2.43E+11
93.08,0.18,0.92,0.91,0.74,31.55,FICA4hypothyriod,3772,4,4,RandomCommittee,2128,2.45E+11
93.77,0.17,0.91,0.9,0.67,31.76,FICA4hypothyriod,3772,4,4,J48,179,2.45E+11
93.93,0.16,0.91,0.94,0.84,31.87,FICA4hypothyriod,3772,4,4,LMT,14613,2.59E+11
93.69,0.17,0.92,0.93,0.82,31.78,FICA4hypothyriod,3772,4,4,RandomForest,12867,2.72E+11
89.21,0.23,0.89,0.88,0.64,30.2,FICA4hypothyriod,3772,4,4,RandomTree,212,2.72E+11
93.82,0.17,0.91,0.91,0.73,31.79,FICA4hypothyriod,3772,4,4,REPTree,123,2.73E+11
54.79,0.49,0.45,0.55,0.56,18.62,FICA4liver-disorders,345,2,4,DecisionStump,2,2.73E+11
57.98,0.65,0.43,0.51,0.5,19.61,FICA4liver-disorders,345,2,4,LibSVM,194,2.73E+11
54.86,0.5,0.52,0.62,0.58,18.65,FICA4liver-disorders,345,2,4,MultilayerPerceptron,1782,2.75E+11
57.44,0.49,0.52,0.61,0.57,19.51,FICA4liver-disorders,345,2,4,Logistic,33,2.75E+11
56.27,0.49,0.5,0.61,0.57,19.12,FICA4liver-disorders,345,2,4,SimpleLogistic,382,2.75E+11
57.98,0.65,0.43,0.51,0.5,19.61,FICA4liver-disorders,345,2,4,SMO,53,2.75E+11
54.76,0.67,0.55,0.54,0.54,18.55,FICA4liver-disorders,345,2,4,IBk,10,2.75E+11
61.99,0.52,0.62,0.67,0.64,21.04,FICA4liver-disorders,345,2,4,KStar,938,2.76E+11
54.22,0.5,0.49,0.6,0.55,18.42,FICA4liver-disorders,345,2,4,LWL,185,2.76E+11
55.66,0.5,0.43,0.51,0.5,18.89,FICA4liver-disorders,345,2,4,BayesNet,8,2.76E+11
60,0.49,0.6,0.66,0.62,20.38,FICA4liver-disorders,345,2,4,NaiveBayes,3,2.76E+11
60,0.49,0.6,0.66,0.62,20.38,FICA4liver-disorders,345,2,4,NaiveBayesUpdateable,4,2.76E+11
58.01,0.49,0.54,0.59,0.58,19.7,FICA4liver-disorders,345,2,4,AdaBoostM1,65,2.76E+11
61.79,0.49,0.6,0.64,0.62,20.97,FICA4liver-disorders,345,2,4,Bagging,92,2.76E+11
57.98,0.49,0.43,0.51,0.5,19.66,FICA4liver-disorders,345,2,4,Stacking,6,2.76E+11
57.43,0.49,0.57,0.64,0.6,19.51,FICA4liver-disorders,345,2,4,LogitBoost,53,2.76E+11
57.98,0.49,0.43,0.51,0.5,19.66,FICA4liver-disorders,345,2,4,Vote,2,2.76E+11
55.66,0.5,0.43,0.51,0.5,18.89,FICA4liver-disorders,345,2,4,DecisionTable,43,2.76E+11
54.78,0.5,0.54,0.53,0.53,18.6,FICA4liver-disorders,345,2,4,JRip,66,2.76E+11
57.15,0.65,0.56,0.55,0.55,19.35,FICA4liver-disorders,345,2,4,OneR,6,2.76E+11
57.98,0.49,0.43,0.51,0.5,19.66,FICA4liver-disorders,345,2,4,ZeroR,1,2.77E+11
55.96,0.5,0.43,0.51,0.5,18.99,FICA4liver-disorders,345,2,4,PART,8,2.77E+11
63.47,0.51,0.63,0.65,0.66,21.54,FICA4liver-disorders,345,2,4,RandomCommittee,150,2.77E+11
55.96,0.5,0.43,0.51,0.5,18.99,FICA4liver-disorders,345,2,4,J48,7,2.77E+11
56.27,0.49,0.5,0.61,0.57,19.12,FICA4liver-disorders,345,2,4,LMT,491,2.77E+11
62.63,0.48,0.62,0.68,0.65,21.27,FICA4liver-disorders,345,2,4,RandomForest,910,2.78E+11
61.76,0.62,0.62,0.58,0.61,20.92,FICA4liver-disorders,345,2,4,RandomTree,15,2.78E+11
58.01,0.52,0.56,0.59,0.57,19.69,FICA4liver-disorders,345,2,4,REPTree,11,2.78E+11
83.15,0.37,0.83,0.78,0.83,28.2,FICA4heart-cleveland,303,2,4,DecisionStump,3,2.78E+11
54.45,0.67,0.38,0.5,0.5,18.43,FICA4heart-cleveland,303,2,4,LibSVM,151,2.78E+11
83.47,0.35,0.83,0.91,0.91,28.34,FICA4heart-cleveland,303,2,4,MultilayerPerceptron,1547,2.80E+11
82.47,0.34,0.82,0.92,0.92,28.02,FICA4heart-cleveland,303,2,4,Logistic,39,2.80E+11
83.8,0.35,0.84,0.92,0.91,28.45,FICA4heart-cleveland,303,2,4,SimpleLogistic,329,2.80E+11
82.47,0.41,0.82,0.77,0.82,27.96,FICA4heart-cleveland,303,2,4,SMO,49,2.80E+11
74.57,0.5,0.74,0.69,0.74,25.27,FICA4heart-cleveland,303,2,4,IBk,8,2.80E+11
77.91,0.42,0.78,0.84,0.83,26.44,FICA4heart-cleveland,303,2,4,KStar,708,2.81E+11
83.47,0.36,0.83,0.91,0.9,28.34,FICA4heart-cleveland,303,2,4,LWL,142,2.81E+11
83.15,0.36,0.83,0.81,0.85,28.21,FICA4heart-cleveland,303,2,4,BayesNet,9,2.81E+11
84.13,0.34,0.84,0.91,0.91,28.56,FICA4heart-cleveland,303,2,4,NaiveBayes,3,2.81E+11
84.13,0.34,0.84,0.91,0.91,28.56,FICA4heart-cleveland,303,2,4,NaiveBayesUpdateable,3,2.81E+11
83.15,0.36,0.83,0.86,0.88,28.22,FICA4heart-cleveland,303,2,4,AdaBoostM1,59,2.81E+11
84.81,0.36,0.85,0.88,0.88,28.77,FICA4heart-cleveland,303,2,4,Bagging,56,2.81E+11
54.45,0.5,0.38,0.5,0.5,18.48,FICA4heart-cleveland,303,2,4,Stacking,6,2.81E+11
82.16,0.37,0.82,0.88,0.88,27.89,FICA4heart-cleveland,303,2,4,LogitBoost,58,2.81E+11
54.45,0.5,0.38,0.5,0.5,18.48,FICA4heart-cleveland,303,2,4,Vote,2,2.81E+11
83.15,0.36,0.83,0.81,0.85,28.21,FICA4heart-cleveland,303,2,4,DecisionTable,38,2.81E+11
83.15,0.37,0.83,0.78,0.83,28.2,FICA4heart-cleveland,303,2,4,JRip,50,2.81E+11
81.55,0.42,0.81,0.76,0.81,27.65,FICA4heart-cleveland,303,2,4,OneR,4,2.81E+11
54.45,0.5,0.38,0.5,0.5,18.48,FICA4heart-cleveland,303,2,4,ZeroR,1,2.81E+11
82.83,0.38,0.83,0.78,0.83,28.09,FICA4heart-cleveland,303,2,4,PART,11,2.81E+11
77.56,0.42,0.77,0.81,0.84,26.33,FICA4heart-cleveland,303,2,4,RandomCommittee,100,2.81E+11
83.15,0.37,0.83,0.78,0.83,28.2,FICA4heart-cleveland,303,2,4,J48,8,2.81E+11
83.8,0.35,0.84,0.92,0.91,28.45,FICA4heart-cleveland,303,2,4,LMT,444,2.82E+11
82.52,0.37,0.82,0.87,0.88,28.01,FICA4heart-cleveland,303,2,4,RandomForest,536,2.82E+11
75.89,0.49,0.76,0.7,0.76,25.72,FICA4heart-cleveland,303,2,4,RandomTree,9,2.82E+11
83.16,0.37,0.83,0.79,0.84,28.21,FICA4heart-cleveland,303,2,4,REPTree,6,2.82E+11
56.66,0.5,0.55,0.54,0.57,19.25,FICA4KSvsKP,3196,2,4,DecisionStump,35,2.83E+11
52.22,0.69,0.36,0.5,0.5,17.68,FICA4KSvsKP,3196,2,4,LibSVM,11086,2.94E+11
63.05,0.47,0.62,0.71,0.7,21.43,FICA4KSvsKP,3196,2,4,MultilayerPerceptron,17628,3.11E+11
62.86,0.47,0.63,0.68,0.68,21.36,FICA4KSvsKP,3196,2,4,Logistic,390,3.12E+11
62.58,0.47,0.62,0.68,0.68,21.26,FICA4KSvsKP,3196,2,4,SimpleLogistic,3813,3.15E+11
61.64,0.62,0.62,0.57,0.61,20.88,FICA4KSvsKP,3196,2,4,SMO,532,3.16E+11
65.55,0.59,0.66,0.6,0.65,22.21,FICA4KSvsKP,3196,2,4,IBk,694,3.17E+11
67.71,0.45,0.68,0.76,0.76,23.01,FICA4KSvsKP,3196,2,4,KStar,104500,4.21E+11
62.23,0.48,0.62,0.67,0.67,21.14,FICA4KSvsKP,3196,2,4,LWL,19011,4.40E+11
61.17,0.48,0.61,0.65,0.66,20.79,FICA4KSvsKP,3196,2,4,BayesNet,91,4.40E+11
61.77,0.48,0.61,0.67,0.68,20.99,FICA4KSvsKP,3196,2,4,NaiveBayes,33,4.40E+11
61.77,0.48,0.61,0.67,0.68,20.99,FICA4KSvsKP,3196,2,4,NaiveBayesUpdateable,56,4.40E+11
61.45,0.48,0.61,0.65,0.67,20.88,FICA4KSvsKP,3196,2,4,AdaBoostM1,687,4.41E+11
68.71,0.44,0.69,0.76,0.76,23.34,FICA4KSvsKP,3196,2,4,Bagging,1540,4.42E+11
52.22,0.5,0.36,0.5,0.5,17.74,FICA4KSvsKP,3196,2,4,Stacking,45,4.42E+11
61.45,0.48,0.61,0.67,0.67,20.88,FICA4KSvsKP,3196,2,4,LogitBoost,414,4.43E+11
52.22,0.5,0.36,0.5,0.5,17.74,FICA4KSvsKP,3196,2,4,Vote,7,4.43E+11
62.05,0.47,0.62,0.66,0.68,21.08,FICA4KSvsKP,3196,2,4,DecisionTable,405,4.43E+11
64.24,0.48,0.64,0.61,0.65,21.8,FICA4KSvsKP,3196,2,4,JRip,1796,4.45E+11
56.32,0.66,0.56,0.54,0.56,19.07,FICA4KSvsKP,3196,2,4,OneR,45,4.45E+11
52.22,0.5,0.36,0.5,0.5,17.74,FICA4KSvsKP,3196,2,4,ZeroR,0,4.45E+11
63.49,0.46,0.63,0.67,0.7,21.57,FICA4KSvsKP,3196,2,4,PART,441,4.45E+11
65.8,0.48,0.66,0.7,0.72,22.35,FICA4KSvsKP,3196,2,4,RandomCommittee,2101,4.47E+11
64.18,0.47,0.64,0.67,0.69,21.8,FICA4KSvsKP,3196,2,4,J48,322,4.48E+11
65.46,0.46,0.65,0.73,0.72,22.24,FICA4KSvsKP,3196,2,4,LMT,8474,4.56E+11
69.02,0.44,0.69,0.77,0.77,23.45,FICA4KSvsKP,3196,2,4,RandomForest,13252,4.69E+11
64.11,0.6,0.64,0.59,0.64,21.72,FICA4KSvsKP,3196,2,4,RandomTree,206,4.69E+11
64.43,0.49,0.64,0.67,0.69,21.87,FICA4KSvsKP,3196,2,4,REPTree,242,4.70E+11
75,0.4,0.7,0.71,0.69,25.43,FICA4labor,57,2,4,DecisionStump,3,4.70E+11
64.67,0.59,0.51,0.54,0.5,21.86,FICA4labor,57,2,4,LibSVM,19,4.70E+11
93.33,0.19,0.92,0.98,0.96,31.7,FICA4labor,57,2,4,MultilayerPerceptron,321,4.70E+11
93.33,0.2,0.92,0.98,0.96,31.7,FICA4labor,57,2,4,Logistic,11,4.70E+11
93,0.27,0.91,0.98,0.96,31.57,FICA4labor,57,2,4,SimpleLogistic,76,4.70E+11
93,0.14,0.91,0.9,0.9,31.59,FICA4labor,57,2,4,SMO,36,4.70E+11
88,0.27,0.87,0.86,0.87,29.87,FICA4labor,57,2,4,IBk,1,4.70E+11
81.33,0.39,0.78,0.93,0.9,27.62,FICA4labor,57,2,4,KStar,20,4.70E+11
73.33,0.37,0.69,0.92,0.88,24.95,FICA4labor,57,2,4,LWL,6,4.70E+11
72,0.43,0.67,0.72,0.68,24.42,FICA4labor,57,2,4,BayesNet,3,4.70E+11
89.33,0.22,0.87,0.98,0.98,30.36,FICA4labor,57,2,4,NaiveBayes,1,4.70E+11
89.33,0.22,0.87,0.98,0.98,30.36,FICA4labor,57,2,4,NaiveBayesUpdateable,1,4.70E+11
86,0.28,0.83,0.95,0.94,29.22,FICA4labor,57,2,4,AdaBoostM1,15,4.70E+11
80.67,0.38,0.77,0.96,0.94,27.41,FICA4labor,57,2,4,Bagging,13,4.70E+11
64.67,0.48,0.51,0.54,0.5,21.9,FICA4labor,57,2,4,Stacking,3,4.70E+11
89.67,0.28,0.88,0.96,0.96,30.45,FICA4labor,57,2,4,LogitBoost,95,4.70E+11
64.67,0.48,0.51,0.54,0.5,21.9,FICA4labor,57,2,4,Vote,4,4.70E+11
77,0.39,0.72,0.72,0.71,26.11,FICA4labor,57,2,4,DecisionTable,11,4.70E+11
75.33,0.42,0.72,0.72,0.72,25.54,FICA4labor,57,2,4,JRip,23,4.70E+11
84,0.36,0.83,0.8,0.82,28.49,FICA4labor,57,2,4,OneR,2,4.70E+11
64.67,0.48,0.51,0.54,0.5,21.9,FICA4labor,57,2,4,ZeroR,0,4.70E+11
77,0.42,0.73,0.76,0.77,26.12,FICA4labor,57,2,4,PART,4,4.70E+11
87.67,0.3,0.86,0.89,0.89,29.75,FICA4labor,57,2,4,RandomCommittee,18,4.70E+11
82.67,0.36,0.79,0.82,0.83,28.05,FICA4labor,57,2,4,J48,2,4.70E+11
93,0.27,0.91,0.98,0.96,31.57,FICA4labor,57,2,4,LMT,166,4.70E+11
89.67,0.29,0.88,0.97,0.97,30.45,FICA4labor,57,2,4,RandomForest,95,4.71E+11
86.67,0.28,0.85,0.84,0.84,29.41,FICA4labor,57,2,4,RandomTree,1,4.71E+11
72.33,0.42,0.67,0.72,0.71,24.54,FICA4labor,57,2,4,REPTree,1,4.71E+11
70,0.45,0.58,0.64,0.62,23.72,FICA4credit-g,1000,2,4,DecisionStump,10,4.71E+11
70,0.55,0.58,0.58,0.5,23.65,FICA4credit-g,1000,2,4,LibSVM,899,4.71E+11
74.1,0.42,0.73,0.78,0.76,25.15,FICA4credit-g,1000,2,4,MultilayerPerceptron,5483,4.77E+11
70.6,0.43,0.66,0.76,0.74,23.97,FICA4credit-g,1000,2,4,Logistic,111,4.77E+11
70.3,0.43,0.64,0.76,0.73,23.87,FICA4credit-g,1000,2,4,SimpleLogistic,1128,4.78E+11
70,0.55,0.58,0.58,0.5,23.65,FICA4credit-g,1000,2,4,SMO,93,4.78E+11
65.9,0.58,0.66,0.63,0.6,22.31,FICA4credit-g,1000,2,4,IBk,66,4.78E+11
67.6,0.46,0.67,0.73,0.69,22.94,FICA4credit-g,1000,2,4,KStar,9315,4.88E+11
70,0.44,0.58,0.74,0.71,23.75,FICA4credit-g,1000,2,4,LWL,1697,4.89E+11
68.1,0.44,0.64,0.69,0.66,23.11,FICA4credit-g,1000,2,4,BayesNet,40,4.89E+11
70.7,0.43,0.67,0.76,0.73,24,FICA4credit-g,1000,2,4,NaiveBayes,12,4.89E+11
70.7,0.43,0.67,0.76,0.73,24,FICA4credit-g,1000,2,4,NaiveBayesUpdateable,10,4.89E+11
69.6,0.44,0.67,0.72,0.68,23.61,FICA4credit-g,1000,2,4,AdaBoostM1,245,4.90E+11
70.8,0.44,0.69,0.74,0.71,24.03,FICA4credit-g,1000,2,4,Bagging,398,4.90E+11
70,0.46,0.58,0.58,0.5,23.68,FICA4credit-g,1000,2,4,Stacking,18,4.90E+11
70.7,0.44,0.68,0.73,0.69,23.99,FICA4credit-g,1000,2,4,LogitBoost,169,4.90E+11
70,0.46,0.58,0.58,0.5,23.68,FICA4credit-g,1000,2,4,Vote,5,4.90E+11
69.5,0.45,0.62,0.64,0.59,23.55,FICA4credit-g,1000,2,4,DecisionTable,147,4.90E+11
68,0.46,0.66,0.62,0.57,23.04,FICA4credit-g,1000,2,4,JRip,228,4.91E+11
66.2,0.58,0.63,0.6,0.54,22.39,FICA4credit-g,1000,2,4,OneR,18,4.91E+11
70,0.46,0.58,0.58,0.5,23.68,FICA4credit-g,1000,2,4,ZeroR,2,4.91E+11
68.1,0.45,0.59,0.62,0.57,23.07,FICA4credit-g,1000,2,4,PART,57,4.91E+11
68.8,0.48,0.67,0.69,0.66,23.33,FICA4credit-g,1000,2,4,RandomCommittee,579,4.91E+11
70,0.46,0.58,0.58,0.5,23.68,FICA4credit-g,1000,2,4,J48,31,4.91E+11
69,0.44,0.64,0.75,0.72,23.43,FICA4credit-g,1000,2,4,LMT,1801,4.93E+11
71.2,0.44,0.7,0.74,0.71,24.16,FICA4credit-g,1000,2,4,RandomForest,2984,4.96E+11
65.3,0.59,0.65,0.63,0.59,22.1,FICA4credit-g,1000,2,4,RandomTree,44,4.96E+11
69.7,0.46,0.67,0.68,0.64,23.63,FICA4credit-g,1000,2,4,REPTree,45,4.96E+11
5.71,0.1,0.01,0.07,0.63,2.42,FICA4cpu,209,104,4,DecisionStump,15,4.96E+11
