Accuracy,RMSE,Fscore,PRC,AUC,SAR,Dataset,nInstances,nClasses,nAttributes,Algorithm,runTime,CPUtime
3.81,0.14,0,0.05,0.5,1.72,FICA4cpu,209,104,4,LibSVM,4522,4.97E+11
7.64,0.1,0.04,0.25,0.58,3.04,FICA4cpu,209,104,4,MultilayerPerceptron,200822,6.98E+11
19.64,0.11,0.18,0.4,0.76,7.1,FICA4cpu,209,104,4,Logistic,36130505,3.64E+13
11.98,0.1,0.11,0.38,0.71,4.53,FICA4cpu,209,104,4,SimpleLogistic,13660,3.64E+13
3.81,0.1,0.01,0.17,0.61,1.77,FICA4cpu,209,104,4,SMO,147578,3.66E+13
22.02,0.1,0.2,0.24,0.62,7.85,FICA4cpu,209,104,4,IBk,7,3.66E+13
21.55,0.1,0.2,0.34,0.66,7.7,FICA4cpu,209,104,4,KStar,331,3.66E+13
6.19,0.1,0.01,0.33,0.7,2.6,FICA4cpu,209,104,4,LWL,700,3.66E+13
7.62,0.1,0.05,0.21,0.67,3.07,FICA4cpu,209,104,4,BayesNet,45,3.66E+13
14.38,0.11,0.13,0.34,0.69,5.32,FICA4cpu,209,104,4,NaiveBayes,67,3.66E+13
14.38,0.11,0.13,0.34,0.69,5.32,FICA4cpu,209,104,4,NaiveBayesUpdateable,71,3.66E+13
5.71,0.1,0.01,0.07,0.63,2.42,FICA4cpu,209,104,4,AdaBoostM1,41,3.66E+13
19.14,0.1,0.17,0.33,0.68,6.91,FICA4cpu,209,104,4,Bagging,276,3.66E+13
3.33,0.1,0,0.05,0.5,1.58,FICA4cpu,209,104,4,Stacking,10,3.66E+13
21.98,0.1,0.21,0.39,0.68,7.85,FICA4cpu,209,104,4,LogitBoost,2102,3.66E+13
3.33,0.1,0,0.05,0.5,1.58,FICA4cpu,209,104,4,Vote,10,3.66E+13
7.64,0.1,0.05,0.18,0.67,3.07,FICA4cpu,209,104,4,DecisionTable,380,3.66E+13
10.98,0.1,0.07,0.12,0.55,4.14,FICA4cpu,209,104,4,JRip,535,3.66E+13
7.19,0.13,0.02,0.06,0.52,2.86,FICA4cpu,209,104,4,OneR,10,3.66E+13
3.33,0.1,0,0.05,0.5,1.58,FICA4cpu,209,104,4,ZeroR,1,3.66E+13
17.19,0.11,0.16,0.26,0.62,6.23,FICA4cpu,209,104,4,PART,615,3.66E+13
24.4,0.11,0.23,0.29,0.62,8.64,FICA4cpu,209,104,4,RandomCommittee,460,3.66E+13
15.81,0.11,0.14,0.25,0.62,5.77,FICA4cpu,209,104,4,J48,86,3.66E+13
22.5,0.11,0.2,0.42,0.7,8.03,FICA4cpu,209,104,4,LMT,41199,3.66E+13
23.93,0.1,0.22,0.33,0.66,8.5,FICA4cpu,209,104,4,RandomForest,3005,3.66E+13
23,0.12,0.21,0.24,0.61,8.16,FICA4cpu,209,104,4,RandomTree,47,3.66E+13
8.62,0.1,0.06,0.19,0.64,3.39,FICA4cpu,209,104,4,REPTree,30,3.66E+13
83.48,0.37,0.82,0.77,0.78,28.3,FICA4ionosphere,351,2,4,DecisionStump,3,3.66E+13
64.1,0.6,0.5,0.54,0.5,21.67,FICA4ionosphere,351,2,4,LibSVM,205,3.66E+13
86.89,0.32,0.87,0.89,0.88,29.48,FICA4ionosphere,351,2,4,MultilayerPerceptron,1816,3.66E+13
84.92,0.33,0.85,0.9,0.89,28.83,FICA4ionosphere,351,2,4,Logistic,46,3.66E+13
86.9,0.34,0.86,0.9,0.88,29.48,FICA4ionosphere,351,2,4,SimpleLogistic,393,3.66E+13
86.05,0.36,0.85,0.8,0.82,29.17,FICA4ionosphere,351,2,4,SMO,46,3.66E+13
85.74,0.37,0.85,0.81,0.83,29.07,FICA4ionosphere,351,2,4,IBk,10,3.66E+13
84.62,0.34,0.84,0.93,0.93,28.73,FICA4ionosphere,351,2,4,KStar,964,3.66E+13
83.19,0.36,0.82,0.89,0.87,28.23,FICA4ionosphere,351,2,4,LWL,194,3.66E+13
85.17,0.35,0.85,0.85,0.85,28.89,FICA4ionosphere,351,2,4,BayesNet,10,3.66E+13
85.77,0.34,0.85,0.89,0.88,29.1,FICA4ionosphere,351,2,4,NaiveBayes,4,3.66E+13
85.77,0.34,0.85,0.89,0.88,29.1,FICA4ionosphere,351,2,4,NaiveBayesUpdateable,4,3.66E+13
86.89,0.32,0.86,0.89,0.89,29.49,FICA4ionosphere,351,2,4,AdaBoostM1,82,3.66E+13
87.46,0.32,0.87,0.93,0.92,29.69,FICA4ionosphere,351,2,4,Bagging,69,3.66E+13
64.1,0.48,0.5,0.54,0.5,21.71,FICA4ionosphere,351,2,4,Stacking,6,3.66E+13
86.04,0.33,0.86,0.89,0.89,29.2,FICA4ionosphere,351,2,4,LogitBoost,42,3.66E+13
64.1,0.48,0.5,0.54,0.5,21.71,FICA4ionosphere,351,2,4,Vote,1,3.66E+13
83.75,0.35,0.83,0.85,0.85,28.41,FICA4ionosphere,351,2,4,DecisionTable,42,3.66E+13
84.9,0.35,0.84,0.81,0.83,28.79,FICA4ionosphere,351,2,4,JRip,100,3.66E+13
80.64,0.44,0.8,0.74,0.76,27.32,FICA4ionosphere,351,2,4,OneR,4,3.66E+13
64.1,0.48,0.5,0.54,0.5,21.71,FICA4ionosphere,351,2,4,ZeroR,1,3.66E+13
84.06,0.35,0.84,0.83,0.83,28.51,FICA4ionosphere,351,2,4,PART,40,3.66E+13
87.74,0.32,0.88,0.89,0.9,29.78,FICA4ionosphere,351,2,4,RandomCommittee,112,3.66E+13
86.03,0.34,0.85,0.84,0.85,29.18,FICA4ionosphere,351,2,4,J48,34,3.66E+13
86.9,0.33,0.86,0.9,0.89,29.49,FICA4ionosphere,351,2,4,LMT,654,3.66E+13
88.32,0.3,0.88,0.94,0.94,29.99,FICA4ionosphere,351,2,4,RandomForest,649,3.66E+13
83.77,0.4,0.84,0.79,0.82,28.4,FICA4ionosphere,351,2,4,RandomTree,10,3.66E+13
85.46,0.35,0.85,0.83,0.83,28.98,FICA4ionosphere,351,2,4,REPTree,7,3.66E+13
83.24,0.36,0.83,0.8,0.84,28.24,FICA4heart-hungary,294,2,4,DecisionStump,3,3.66E+13
63.95,0.6,0.5,0.54,0.5,21.62,FICA4heart-hungary,294,2,4,LibSVM,134,3.66E+13
82.26,0.36,0.82,0.91,0.9,27.94,FICA4heart-hungary,294,2,4,MultilayerPerceptron,1527,3.66E+13
83.62,0.35,0.83,0.91,0.9,28.39,FICA4heart-hungary,294,2,4,Logistic,35,3.66E+13
82.26,0.35,0.82,0.91,0.9,27.94,FICA4heart-hungary,294,2,4,SimpleLogistic,324,3.66E+13
82.25,0.42,0.82,0.76,0.79,27.88,FICA4heart-hungary,294,2,4,SMO,42,3.66E+13
77.18,0.47,0.77,0.71,0.74,26.15,FICA4heart-hungary,294,2,4,IBk,8,3.66E+13
80.93,0.39,0.8,0.87,0.86,27.47,FICA4heart-hungary,294,2,4,KStar,677,3.66E+13
80.56,0.38,0.8,0.91,0.9,27.36,FICA4heart-hungary,294,2,4,LWL,133,3.66E+13
83.3,0.35,0.83,0.87,0.88,28.28,FICA4heart-hungary,294,2,4,BayesNet,8,3.66E+13
82.93,0.36,0.83,0.9,0.89,28.15,FICA4heart-hungary,294,2,4,NaiveBayes,3,3.66E+13
82.93,0.36,0.83,0.9,0.89,28.15,FICA4heart-hungary,294,2,4,NaiveBayesUpdateable,3,3.66E+13
82.92,0.34,0.83,0.87,0.88,28.15,FICA4heart-hungary,294,2,4,AdaBoostM1,54,3.66E+13
80.89,0.36,0.81,0.89,0.89,27.47,FICA4heart-hungary,294,2,4,Bagging,54,3.66E+13
63.95,0.48,0.5,0.54,0.5,21.66,FICA4heart-hungary,294,2,4,Stacking,5,3.66E+13
82.28,0.36,0.82,0.88,0.88,27.93,FICA4heart-hungary,294,2,4,LogitBoost,60,3.66E+13
63.95,0.48,0.5,0.54,0.5,21.66,FICA4heart-hungary,294,2,4,Vote,2,3.66E+13
80.9,0.35,0.81,0.85,0.87,27.47,FICA4heart-hungary,294,2,4,DecisionTable,37,3.66E+13
82.57,0.37,0.83,0.78,0.82,28.01,FICA4heart-hungary,294,2,4,JRip,52,3.66E+13
80.21,0.43,0.8,0.75,0.79,27.19,FICA4heart-hungary,294,2,4,OneR,4,3.66E+13
63.95,0.48,0.5,0.54,0.5,21.66,FICA4heart-hungary,294,2,4,ZeroR,0,3.66E+13
81.59,0.37,0.81,0.81,0.84,27.69,FICA4heart-hungary,294,2,4,PART,11,3.66E+13
77.84,0.41,0.78,0.81,0.82,26.42,FICA4heart-hungary,294,2,4,RandomCommittee,79,3.66E+13
82.9,0.36,0.83,0.8,0.83,28.12,FICA4heart-hungary,294,2,4,J48,10,3.66E+13
82.26,0.35,0.82,0.91,0.9,27.94,FICA4heart-hungary,294,2,4,LMT,474,3.66E+13
79.55,0.37,0.79,0.87,0.86,27.02,FICA4heart-hungary,294,2,4,RandomForest,486,3.66E+13
72.7,0.51,0.73,0.68,0.7,24.63,FICA4heart-hungary,294,2,4,RandomTree,7,3.66E+13
80.89,0.37,0.81,0.83,0.84,27.45,FICA4heart-hungary,294,2,4,REPTree,6,3.66E+13
25.55,0.3,0.12,0.18,0.63,8.96,FICA4JapaneseVowel,9961,9,4,DecisionStump,157,3.66E+13
16.2,0.43,0.05,0.12,0.5,5.76,FICA4JapaneseVowel,9961,9,4,LibSVM,155281,3.68E+13
66.38,0.22,0.63,0.72,0.93,22.7,FICA4JapaneseVowel,9961,9,4,MultilayerPerceptron,187376,3.70E+13
60.28,0.23,0.58,0.65,0.91,20.65,FICA4JapaneseVowel,9961,9,4,Logistic,20098,3.70E+13
60.13,0.23,0.58,0.65,0.91,20.6,FICA4JapaneseVowel,9961,9,4,SimpleLogistic,56070,3.70E+13
61.75,0.29,0.59,0.52,0.88,21.11,FICA4JapaneseVowel,9961,9,4,SMO,6401,3.70E+13
69.43,0.26,0.69,0.55,0.83,23.67,FICA4JapaneseVowel,9961,9,4,IBk,5103,3.70E+13
74.69,0.2,0.74,0.81,0.96,25.49,FICA4JapaneseVowel,9961,9,4,KStar,1006153,3.81E+13
43.6,0.29,0.31,0.56,0.86,15.06,FICA4JapaneseVowel,9961,9,4,LWL,335004,3.84E+13
62.17,0.24,0.61,0.67,0.92,21.29,FICA4JapaneseVowel,9961,9,4,BayesNet,523,3.84E+13
60.78,0.24,0.59,0.66,0.92,20.82,FICA4JapaneseVowel,9961,9,4,NaiveBayes,219,3.84E+13
60.78,0.24,0.59,0.66,0.92,20.82,FICA4JapaneseVowel,9961,9,4,NaiveBayesUpdateable,222,3.84E+13
25.55,0.3,0.12,0.18,0.63,8.96,FICA4JapaneseVowel,9961,9,4,AdaBoostM1,235,3.84E+13
73.48,0.2,0.73,0.8,0.96,25.08,FICA4JapaneseVowel,9961,9,4,Bagging,5949,3.84E+13
16.2,0.31,0.05,0.12,0.5,5.8,FICA4JapaneseVowel,9961,9,4,Stacking,177,3.84E+13
62.92,0.23,0.62,0.67,0.92,21.53,FICA4JapaneseVowel,9961,9,4,LogitBoost,9533,3.84E+13
16.2,0.31,0.05,0.12,0.5,5.8,FICA4JapaneseVowel,9961,9,4,Vote,27,3.84E+13
60.23,0.25,0.6,0.62,0.9,20.63,FICA4JapaneseVowel,9961,9,4,DecisionTable,2825,3.84E+13
62.73,0.24,0.62,0.56,0.87,21.45,FICA4JapaneseVowel,9961,9,4,JRip,44913,3.84E+13
29.54,0.4,0.28,0.2,0.6,10.25,FICA4JapaneseVowel,9961,9,4,OneR,162,3.84E+13
16.2,0.31,0.05,0.12,0.5,5.8,FICA4JapaneseVowel,9961,9,4,ZeroR,16,3.84E+13
69.29,0.24,0.69,0.64,0.88,23.64,FICA4JapaneseVowel,9961,9,4,PART,33348,3.85E+13
71.74,0.21,0.71,0.74,0.93,24.49,FICA4JapaneseVowel,9961,9,4,RandomCommittee,8065,3.85E+13
70.01,0.24,0.7,0.63,0.87,23.88,FICA4JapaneseVowel,9961,9,4,J48,3130,3.85E+13
72.29,0.21,0.72,0.77,0.95,24.68,FICA4JapaneseVowel,9961,9,4,LMT,328212,3.88E+13
74.73,0.19,0.74,0.81,0.96,25.5,FICA4JapaneseVowel,9961,9,4,RandomForest,56149,3.89E+13
67.12,0.27,0.67,0.52,0.82,22.89,FICA4JapaneseVowel,9961,9,4,RandomTree,836,3.89E+13
68.99,0.22,0.69,0.7,0.92,23.56,FICA4JapaneseVowel,9961,9,4,REPTree,753,3.89E+13
73.53,0.43,0.62,0.68,0.63,24.91,FICA4haberman,306,2,4,DecisionStump,3,3.89E+13
73.53,0.51,0.62,0.61,0.5,24.84,FICA4haberman,306,2,4,LibSVM,115,3.89E+13
72.16,0.43,0.7,0.77,0.69,24.47,FICA4haberman,306,2,4,MultilayerPerceptron,1572,3.89E+13
73.51,0.43,0.65,0.73,0.64,24.9,FICA4haberman,306,2,4,Logistic,30,3.89E+13
72.53,0.46,0.62,0.68,0.58,24.55,FICA4haberman,306,2,4,SimpleLogistic,335,3.89E+13
73.53,0.51,0.62,0.61,0.5,24.84,FICA4haberman,306,2,4,SMO,63,3.89E+13
64.06,0.59,0.63,0.65,0.55,21.67,FICA4haberman,306,2,4,IBk,7,3.89E+13
66.96,0.48,0.65,0.75,0.66,22.71,FICA4haberman,306,2,4,KStar,726,3.89E+13
71.89,0.44,0.64,0.76,0.67,24.38,FICA4haberman,306,2,4,LWL,139,3.89E+13
73.53,0.44,0.62,0.64,0.55,24.88,FICA4haberman,306,2,4,BayesNet,8,3.89E+13
70.25,0.44,0.65,0.73,0.62,23.81,FICA4haberman,306,2,4,NaiveBayes,3,3.89E+13
70.25,0.44,0.65,0.73,0.62,23.81,FICA4haberman,306,2,4,NaiveBayesUpdateable,4,3.89E+13
69.92,0.44,0.64,0.7,0.64,23.71,FICA4haberman,306,2,4,AdaBoostM1,55,3.89E+13
71.85,0.43,0.66,0.76,0.69,24.37,FICA4haberman,306,2,4,Bagging,74,3.89E+13
73.53,0.44,0.62,0.61,0.5,24.86,FICA4haberman,306,2,4,Stacking,6,3.89E+13
73.84,0.44,0.7,0.73,0.66,25.02,FICA4haberman,306,2,4,LogitBoost,51,3.89E+13
73.53,0.44,0.62,0.61,0.5,24.86,FICA4haberman,306,2,4,Vote,0,3.89E+13
73.53,0.44,0.62,0.61,0.5,24.86,FICA4haberman,306,2,4,DecisionTable,40,3.89E+13
73.51,0.44,0.67,0.64,0.54,24.87,FICA4haberman,306,2,4,JRip,54,3.89E+13
68.96,0.55,0.66,0.63,0.54,23.31,FICA4haberman,306,2,4,OneR,4,3.89E+13
73.53,0.44,0.62,0.61,0.5,24.86,FICA4haberman,306,2,4,ZeroR,0,3.89E+13
73.53,0.44,0.62,0.61,0.5,24.86,FICA4haberman,306,2,4,PART,6,3.89E+13
66.6,0.52,0.66,0.71,0.63,22.57,FICA4haberman,306,2,4,RandomCommittee,121,3.89E+13
73.53,0.44,0.62,0.61,0.5,24.86,FICA4haberman,306,2,4,J48,6,3.89E+13
72.53,0.46,0.62,0.68,0.58,24.55,FICA4haberman,306,2,4,LMT,1947,3.89E+13
67.62,0.45,0.65,0.75,0.67,22.95,FICA4haberman,306,2,4,RandomForest,730,3.89E+13
68.25,0.56,0.68,0.67,0.61,23.1,FICA4haberman,306,2,4,RandomTree,11,3.89E+13
72.19,0.45,0.63,0.62,0.51,24.42,FICA4haberman,306,2,4,REPTree,8,3.89E+13
77.54,0.42,0.77,0.71,0.77,26.3,FICA4credit-a,690,2,4,DecisionStump,7,3.89E+13
55.94,0.66,0.41,0.51,0.5,18.93,FICA4credit-a,690,2,4,LibSVM,594,3.89E+13
82.32,0.36,0.82,0.88,0.88,27.95,FICA4credit-a,690,2,4,MultilayerPerceptron,3554,3.89E+13
82.9,0.36,0.83,0.89,0.89,28.14,FICA4credit-a,690,2,4,Logistic,78,3.89E+13
82.46,0.36,0.82,0.88,0.88,27.99,FICA4credit-a,690,2,4,SimpleLogistic,766,3.89E+13
83.04,0.41,0.83,0.77,0.82,28.15,FICA4credit-a,690,2,4,SMO,75,3.89E+13
73.19,0.52,0.73,0.67,0.73,24.8,FICA4credit-a,690,2,4,IBk,37,3.89E+13
77.83,0.4,0.78,0.85,0.85,26.42,FICA4credit-a,690,2,4,KStar,3998,3.89E+13
77.1,0.41,0.77,0.84,0.84,26.18,FICA4credit-a,690,2,4,LWL,764,3.89E+13
79.13,0.39,0.79,0.82,0.84,26.86,FICA4credit-a,690,2,4,BayesNet,17,3.89E+13
75.22,0.42,0.74,0.84,0.85,25.55,FICA4credit-a,690,2,4,NaiveBayes,6,3.89E+13
75.22,0.42,0.74,0.84,0.85,25.55,FICA4credit-a,690,2,4,NaiveBayesUpdateable,7,3.89E+13
80,0.39,0.8,0.83,0.84,27.15,FICA4credit-a,690,2,4,AdaBoostM1,150,3.89E+13
80.14,0.38,0.8,0.86,0.86,27.21,FICA4credit-a,690,2,4,Bagging,158,3.89E+13
55.51,0.5,0.4,0.51,0.5,18.84,FICA4credit-a,690,2,4,Stacking,9,3.89E+13
80.29,0.37,0.8,0.87,0.88,27.27,FICA4credit-a,690,2,4,LogitBoost,98,3.89E+13
55.51,0.5,0.4,0.51,0.5,18.84,FICA4credit-a,690,2,4,Vote,2,3.89E+13
78.7,0.4,0.78,0.8,0.83,26.71,FICA4credit-a,690,2,4,DecisionTable,80,3.89E+13
78.99,0.4,0.79,0.75,0.8,26.79,FICA4credit-a,690,2,4,JRip,205,3.89E+13
75.65,0.49,0.75,0.7,0.75,25.64,FICA4credit-a,690,2,4,OneR,7,3.89E+13
55.51,0.5,0.4,0.51,0.5,18.84,FICA4credit-a,690,2,4,ZeroR,1,3.89E+13
78.12,0.4,0.78,0.78,0.82,26.51,FICA4credit-a,690,2,4,PART,32,3.89E+13
74.64,0.44,0.75,0.78,0.81,25.34,FICA4credit-a,690,2,4,RandomCommittee,263,3.89E+13
77.83,0.42,0.78,0.75,0.78,26.4,FICA4credit-a,690,2,4,J48,27,3.89E+13
81.3,0.37,0.81,0.88,0.88,27.6,FICA4credit-a,690,2,4,LMT,1474,3.89E+13
78.41,0.38,0.78,0.87,0.87,26.63,FICA4credit-a,690,2,4,RandomForest,1557,3.89E+13
75.36,0.49,0.75,0.69,0.75,25.54,FICA4credit-a,690,2,4,RandomTree,25,3.89E+13
78.12,0.41,0.78,0.79,0.82,26.51,FICA4credit-a,690,2,4,REPTree,16,3.89E+13
46.17,0.32,0.3,0.39,0.8,15.88,FICA4dermatology,366,6,4,DecisionStump,5,3.89E+13
30.6,0.48,0.14,0.2,0.5,10.54,FICA4dermatology,366,6,4,LibSVM,253,3.89E+13
90.73,0.15,0.91,0.95,0.99,30.86,FICA4dermatology,366,6,4,MultilayerPerceptron,4507,3.89E+13
90.99,0.14,0.91,0.95,0.99,30.95,FICA4dermatology,366,6,4,Logistic,1029,3.89E+13
89.07,0.15,0.89,0.95,0.99,30.3,FICA4dermatology,366,6,4,SimpleLogistic,1214,3.89E+13
86.34,0.32,0.82,0.85,0.97,29.33,FICA4dermatology,366,6,4,SMO,507,3.89E+13
90.16,0.18,0.9,0.85,0.94,30.64,FICA4dermatology,366,6,4,IBk,10,3.89E+13
89.62,0.15,0.89,0.93,0.99,30.48,FICA4dermatology,366,6,4,KStar,1070,3.89E+13
79.23,0.22,0.72,0.88,0.97,26.99,FICA4dermatology,366,6,4,LWL,321,3.89E+13
84.7,0.17,0.82,0.87,0.98,28.84,FICA4dermatology,366,6,4,BayesNet,13,3.89E+13
87.47,0.16,0.87,0.9,0.98,29.76,FICA4dermatology,366,6,4,NaiveBayes,7,3.89E+13
87.47,0.16,0.87,0.9,0.98,29.76,FICA4dermatology,366,6,4,NaiveBayesUpdateable,3,3.89E+13
46.17,0.32,0.3,0.39,0.8,15.88,FICA4dermatology,366,6,4,AdaBoostM1,10,3.89E+13
87.97,0.17,0.88,0.91,0.98,29.93,FICA4dermatology,366,6,4,Bagging,70,3.89E+13
30.6,0.36,0.14,0.2,0.5,10.58,FICA4dermatology,366,6,4,Stacking,7,3.89E+13
87.42,0.17,0.87,0.91,0.98,29.74,FICA4dermatology,366,6,4,LogitBoost,221,3.89E+13
30.6,0.36,0.14,0.2,0.5,10.58,FICA4dermatology,366,6,4,Vote,2,3.89E+13
81.16,0.21,0.78,0.84,0.97,27.64,FICA4dermatology,366,6,4,DecisionTable,59,3.89E+13
87.19,0.18,0.87,0.86,0.96,29.66,FICA4dermatology,366,6,4,JRip,114,3.89E+13
58.45,0.37,0.57,0.46,0.74,19.94,FICA4dermatology,366,6,4,OneR,6,3.89E+13
30.6,0.36,0.14,0.2,0.5,10.58,FICA4dermatology,366,6,4,ZeroR,1,3.89E+13
84.71,0.18,0.82,0.82,0.96,28.83,FICA4dermatology,366,6,4,PART,19,3.89E+13
87.7,0.18,0.87,0.88,0.96,29.83,FICA4dermatology,366,6,4,RandomCommittee,97,3.89E+13
86.36,0.19,0.85,0.84,0.95,29.38,FICA4dermatology,366,6,4,J48,16,3.89E+13
89.07,0.15,0.89,0.95,0.99,30.3,FICA4dermatology,366,6,4,LMT,2709,3.89E+13
89.07,0.15,0.89,0.93,0.99,30.3,FICA4dermatology,366,6,4,RandomForest,610,3.89E+13
86.88,0.21,0.87,0.81,0.92,29.53,FICA4dermatology,366,6,4,RandomTree,10,3.89E+13
86.88,0.18,0.86,0.86,0.97,29.56,FICA4dermatology,366,6,4,REPTree,12,3.89E+13
66.01,0.46,0.64,0.63,0.64,22.4,FICA4diabetes,768,2,4,DecisionStump,7,3.89E+13
65.11,0.59,0.51,0.55,0.5,22.01,FICA4diabetes,768,2,4,LibSVM,610,3.89E+13
71.63,0.43,0.72,0.8,0.79,24.33,FICA4diabetes,768,2,4,MultilayerPerceptron,3908,3.89E+13
72.54,0.42,0.71,0.8,0.79,24.64,FICA4diabetes,768,2,4,Logistic,70,3.89E+13
71.89,0.42,0.7,0.8,0.78,24.42,FICA4diabetes,768,2,4,SimpleLogistic,844,3.89E+13
72.54,0.52,0.71,0.65,0.66,24.56,FICA4diabetes,768,2,4,SMO,74,3.89E+13
65.63,0.58,0.66,0.62,0.63,22.22,FICA4diabetes,768,2,4,IBk,44,3.89E+13
66.28,0.48,0.65,0.74,0.71,22.5,FICA4diabetes,768,2,4,KStar,5126,3.89E+13
66.27,0.45,0.66,0.76,0.73,22.52,FICA4diabetes,768,2,4,LWL,945,3.89E+13
69.54,0.44,0.69,0.73,0.73,23.61,FICA4diabetes,768,2,4,BayesNet,15,3.89E+13
72.15,0.43,0.7,0.79,0.77,24.5,FICA4diabetes,768,2,4,NaiveBayes,7,3.89E+13
72.15,0.43,0.7,0.79,0.77,24.5,FICA4diabetes,768,2,4,NaiveBayesUpdateable,8,3.89E+13
71.36,0.43,0.7,0.77,0.76,24.23,FICA4diabetes,768,2,4,AdaBoostM1,142,3.89E+13
70.58,0.44,0.7,0.77,0.75,23.96,FICA4diabetes,768,2,4,Bagging,201,3.89E+13
65.11,0.48,0.51,0.55,0.5,22.04,FICA4diabetes,768,2,4,Stacking,11,3.89E+13
72.01,0.43,0.71,0.78,0.77,24.45,FICA4diabetes,768,2,4,LogitBoost,101,3.89E+13
65.11,0.48,0.51,0.55,0.5,22.04,FICA4diabetes,768,2,4,Vote,3,3.89E+13
69.54,0.44,0.69,0.72,0.73,23.61,FICA4diabetes,768,2,4,DecisionTable,89,3.89E+13
68.62,0.46,0.68,0.64,0.64,23.27,FICA4diabetes,768,2,4,JRip,232,3.89E+13
62.62,0.61,0.61,0.58,0.56,21.19,FICA4diabetes,768,2,4,OneR,10,3.89E+13
65.11,0.48,0.51,0.55,0.5,22.04,FICA4diabetes,768,2,4,ZeroR,1,3.89E+13
68.63,0.45,0.68,0.68,0.69,23.29,FICA4diabetes,768,2,4,PART,43,3.89E+13
66.81,0.49,0.66,0.69,0.7,22.67,FICA4diabetes,768,2,4,RandomCommittee,326,3.89E+13
68.36,0.46,0.68,0.67,0.68,23.19,FICA4diabetes,768,2,4,J48,26,3.89E+13
72.02,0.42,0.7,0.8,0.78,24.46,FICA4diabetes,768,2,4,LMT,1417,3.89E+13
70.96,0.44,0.71,0.77,0.76,24.1,FICA4diabetes,768,2,4,RandomForest,1923,3.89E+13
64.07,0.6,0.64,0.6,0.6,21.69,FICA4diabetes,768,2,4,RandomTree,31,3.89E+13
69.26,0.46,0.69,0.71,0.71,23.51,FICA4diabetes,768,2,4,REPTree,21,3.89E+13
44.42,0.33,0.29,0.39,0.68,15.25,FICA4Glass,214,6,4,DecisionStump,3,3.89E+13
35.5,0.46,0.19,0.26,0.5,12.18,FICA4Glass,214,6,4,LibSVM,111,3.89E+13
67.38,0.28,0.63,0.74,0.86,22.99,FICA4Glass,214,6,4,MultilayerPerceptron,2632,3.89E+13
62.16,0.3,0.59,0.69,0.81,21.23,FICA4Glass,214,6,4,Logistic,152,3.89E+13
60.28,0.3,0.57,0.69,0.81,20.6,FICA4Glass,214,6,4,SimpleLogistic,676,3.89E+13
50.89,0.34,0.4,0.46,0.71,17.42,FICA4Glass,214,6,4,SMO,493,3.89E+13
71.41,0.3,0.7,0.62,0.8,24.3,FICA4Glass,214,6,4,IBk,5,3.89E+13
70.54,0.27,0.69,0.81,0.88,24.05,FICA4Glass,214,6,4,KStar,341,3.89E+13
48.12,0.32,0.36,0.67,0.81,16.54,FICA4Glass,214,6,4,LWL,106,3.89E+13
48.1,0.31,0.39,0.53,0.73,16.5,FICA4Glass,214,6,4,BayesNet,8,3.89E+13
56.49,0.3,0.52,0.7,0.83,19.34,FICA4Glass,214,6,4,NaiveBayes,4,3.89E+13
56.49,0.3,0.52,0.7,0.83,19.34,FICA4Glass,214,6,4,NaiveBayesUpdateable,4,3.89E+13
44.42,0.33,0.29,0.39,0.68,15.25,FICA4Glass,214,6,4,AdaBoostM1,10,3.89E+13
62.64,0.29,0.58,0.72,0.83,21.39,FICA4Glass,214,6,4,Bagging,61,3.89E+13
35.5,0.35,0.19,0.26,0.5,12.22,FICA4Glass,214,6,4,Stacking,3,3.89E+13
68.2,0.27,0.66,0.75,0.86,23.26,FICA4Glass,214,6,4,LogitBoost,178,3.89E+13
35.5,0.35,0.19,0.26,0.5,12.22,FICA4Glass,214,6,4,Vote,2,3.89E+13
50.48,0.31,0.42,0.52,0.73,17.3,FICA4Glass,214,6,4,DecisionTable,39,3.89E+13
59.85,0.31,0.57,0.54,0.75,20.43,FICA4Glass,214,6,4,JRip,87,3.89E+13
54.68,0.39,0.5,0.44,0.67,18.65,FICA4Glass,214,6,4,OneR,4,3.89E+13
35.5,0.35,0.19,0.26,0.5,12.22,FICA4Glass,214,6,4,ZeroR,0,3.89E+13
56.54,0.34,0.53,0.57,0.75,19.32,FICA4Glass,214,6,4,PART,36,3.89E+13
59.81,0.3,0.58,0.7,0.83,20.44,FICA4Glass,214,6,4,RandomCommittee,87,3.89E+13
60.74,0.33,0.59,0.6,0.75,20.72,FICA4Glass,214,6,4,J48,18,3.89E+13
60.28,0.3,0.57,0.68,0.8,20.59,FICA4Glass,214,6,4,LMT,1980,3.89E+13
68.16,0.27,0.65,0.79,0.88,23.26,FICA4Glass,214,6,4,RandomForest,560,3.89E+13
62.51,0.35,0.61,0.54,0.74,21.3,FICA4Glass,214,6,4,RandomTree,9,3.89E+13
59.31,0.32,0.56,0.57,0.76,20.25,FICA4Glass,214,6,4,REPTree,7,3.89E+13
94.14,0.23,0.94,0.92,0.94,31.95,FICA4breast-w,699,2,4,DecisionStump,6,3.89E+13
65.52,0.59,0.52,0.55,0.5,22.14,FICA4breast-w,699,2,4,LibSVM,498,3.89E+13
96.43,0.16,0.96,0.99,0.99,32.75,FICA4breast-w,699,2,4,MultilayerPerceptron,3568,3.89E+13
