Accuracy,RMSE,Fscore,PRC,AUC,SAR,Dataset,nInstances,nClasses,nAttributes,Algorithm,runTime,CPUtime
92.29,0.18,0.89,0.88,0.65,31.25,PCA4hypothyriod,3772,4,4,DecisionStump,56,2.51E+12
93.9,0.17,0.91,0.89,0.62,31.78,PCA4hypothyriod,3772,4,4,LibSVM,6542,2.52E+12
93.98,0.16,0.91,0.94,0.84,31.89,PCA4hypothyriod,3772,4,4,MultilayerPerceptron,34174,2.55E+12
93.88,0.16,0.91,0.94,0.84,31.85,PCA4hypothyriod,3772,4,4,Logistic,1679,2.55E+12
93.85,0.16,0.91,0.94,0.84,31.84,PCA4hypothyriod,3772,4,4,SimpleLogistic,8365,2.56E+12
93.35,0.32,0.91,0.88,0.58,31.53,PCA4hypothyriod,3772,4,4,SMO,492,2.56E+12
90.8,0.21,0.91,0.9,0.7,30.76,PCA4hypothyriod,3772,4,4,IBk,709,2.56E+12
93.5,0.17,0.91,0.94,0.85,31.73,PCA4hypothyriod,3772,4,4,KStar,160468,2.72E+12
92.52,0.18,0.89,0.93,0.81,31.39,PCA4hypothyriod,3772,4,4,LWL,30954,2.75E+12
93.53,0.17,0.91,0.93,0.82,31.73,PCA4hypothyriod,3772,4,4,BayesNet,119,2.75E+12
93.58,0.17,0.91,0.93,0.79,31.74,PCA4hypothyriod,3772,4,4,NaiveBayes,51,2.75E+12
93.58,0.17,0.91,0.93,0.79,31.74,PCA4hypothyriod,3772,4,4,NaiveBayesUpdateable,51,2.75E+12
92.29,0.19,0.89,0.9,0.7,31.26,PCA4hypothyriod,3772,4,4,AdaBoostM1,616,2.75E+12
93.77,0.16,0.91,0.94,0.85,31.82,PCA4hypothyriod,3772,4,4,Bagging,1204,2.76E+12
92.29,0.19,0.89,0.85,0.5,31.2,PCA4hypothyriod,3772,4,4,Stacking,51,2.76E+12
93.85,0.16,0.91,0.94,0.85,31.85,PCA4hypothyriod,3772,4,4,LogitBoost,1446,2.76E+12
92.29,0.19,0.89,0.85,0.5,31.2,PCA4hypothyriod,3772,4,4,Vote,9,2.76E+12
93.5,0.17,0.91,0.92,0.81,31.71,PCA4hypothyriod,3772,4,4,DecisionTable,528,2.76E+12
93.85,0.17,0.91,0.89,0.62,31.77,PCA4hypothyriod,3772,4,4,JRip,1224,2.76E+12
92.63,0.19,0.9,0.87,0.56,31.33,PCA4hypothyriod,3772,4,4,OneR,44,2.76E+12
92.29,0.19,0.89,0.85,0.5,31.2,PCA4hypothyriod,3772,4,4,ZeroR,6,2.76E+12
93.37,0.17,0.91,0.91,0.77,31.66,PCA4hypothyriod,3772,4,4,PART,432,2.76E+12
91.99,0.18,0.91,0.91,0.76,31.19,PCA4hypothyriod,3772,4,4,RandomCommittee,2270,2.76E+12
93.77,0.17,0.91,0.9,0.66,31.75,PCA4hypothyriod,3772,4,4,J48,286,2.76E+12
93.85,0.16,0.91,0.94,0.84,31.84,PCA4hypothyriod,3772,4,4,LMT,25835,2.79E+12
93.61,0.17,0.91,0.94,0.84,31.76,PCA4hypothyriod,3772,4,4,RandomForest,15223,2.80E+12
90.03,0.22,0.9,0.89,0.65,30.49,PCA4hypothyriod,3772,4,4,RandomTree,232,2.80E+12
93.88,0.17,0.92,0.91,0.73,31.81,PCA4hypothyriod,3772,4,4,REPTree,164,2.80E+12
84.6,0.35,0.84,0.8,0.82,28.69,PCA4heart-hungary,294,2,4,DecisionStump,3,2.80E+12
83.31,0.4,0.83,0.78,0.81,28.24,PCA4heart-hungary,294,2,4,LibSVM,157,2.80E+12
83.31,0.36,0.83,0.89,0.88,28.28,PCA4heart-hungary,294,2,4,MultilayerPerceptron,1727,2.80E+12
83.62,0.35,0.83,0.91,0.9,28.39,PCA4heart-hungary,294,2,4,Logistic,40,2.80E+12
84.61,0.35,0.84,0.91,0.9,28.72,PCA4heart-hungary,294,2,4,SimpleLogistic,341,2.81E+12
82.25,0.42,0.82,0.76,0.79,27.88,PCA4heart-hungary,294,2,4,SMO,49,2.81E+12
77.52,0.47,0.77,0.71,0.75,26.26,PCA4heart-hungary,294,2,4,IBk,5,2.81E+12
82.28,0.37,0.82,0.89,0.88,27.93,PCA4heart-hungary,294,2,4,KStar,715,2.81E+12
84.25,0.35,0.84,0.9,0.89,28.6,PCA4heart-hungary,294,2,4,LWL,138,2.81E+12
83.56,0.35,0.83,0.86,0.88,28.36,PCA4heart-hungary,294,2,4,BayesNet,8,2.81E+12
81.9,0.35,0.82,0.91,0.89,27.81,PCA4heart-hungary,294,2,4,NaiveBayes,3,2.81E+12
81.9,0.35,0.82,0.91,0.89,27.81,PCA4heart-hungary,294,2,4,NaiveBayesUpdateable,2,2.81E+12
83.23,0.34,0.83,0.87,0.88,28.25,PCA4heart-hungary,294,2,4,AdaBoostM1,64,2.81E+12
83.91,0.35,0.84,0.9,0.89,28.48,PCA4heart-hungary,294,2,4,Bagging,54,2.81E+12
63.95,0.48,0.5,0.54,0.5,21.66,PCA4heart-hungary,294,2,4,Stacking,5,2.81E+12
83.94,0.35,0.84,0.89,0.89,28.5,PCA4heart-hungary,294,2,4,LogitBoost,71,2.81E+12
63.95,0.48,0.5,0.54,0.5,21.66,PCA4heart-hungary,294,2,4,Vote,1,2.81E+12
84.94,0.35,0.85,0.84,0.87,28.82,PCA4heart-hungary,294,2,4,DecisionTable,38,2.81E+12
83.59,0.36,0.83,0.79,0.82,28.35,PCA4heart-hungary,294,2,4,JRip,44,2.81E+12
83.22,0.39,0.83,0.79,0.82,28.21,PCA4heart-hungary,294,2,4,OneR,3,2.81E+12
63.95,0.48,0.5,0.54,0.5,21.66,PCA4heart-hungary,294,2,4,ZeroR,1,2.81E+12
81.23,0.37,0.81,0.82,0.85,27.57,PCA4heart-hungary,294,2,4,PART,12,2.81E+12
78.47,0.41,0.78,0.81,0.82,26.63,PCA4heart-hungary,294,2,4,RandomCommittee,80,2.81E+12
84.93,0.35,0.85,0.83,0.86,28.81,PCA4heart-hungary,294,2,4,J48,9,2.81E+12
84.61,0.35,0.84,0.91,0.9,28.72,PCA4heart-hungary,294,2,4,LMT,443,2.81E+12
82.55,0.35,0.82,0.89,0.88,28.03,PCA4heart-hungary,294,2,4,RandomForest,519,2.81E+12
76.43,0.47,0.76,0.72,0.75,25.9,PCA4heart-hungary,294,2,4,RandomTree,8,2.81E+12
83.56,0.36,0.83,0.8,0.83,28.35,PCA4heart-hungary,294,2,4,REPTree,6,2.81E+12
60,0.48,0.5,0.55,0.55,20.36,PCA4cylinder-bands,540,2,4,DecisionStump,4,2.81E+12
70.93,0.54,0.71,0.65,0.7,24.03,PCA4cylinder-bands,540,2,4,LibSVM,456,2.81E+12
65.93,0.45,0.66,0.77,0.75,22.41,PCA4cylinder-bands,540,2,4,MultilayerPerceptron,3165,2.81E+12
65.19,0.45,0.65,0.74,0.72,22.15,PCA4cylinder-bands,540,2,4,Logistic,57,2.81E+12
65.19,0.46,0.64,0.73,0.71,22.14,PCA4cylinder-bands,540,2,4,SimpleLogistic,652,2.81E+12
64.63,0.59,0.63,0.59,0.62,21.89,PCA4cylinder-bands,540,2,4,SMO,70,2.81E+12
72.96,0.51,0.73,0.67,0.72,24.72,PCA4cylinder-bands,540,2,4,IBk,21,2.81E+12
70.37,0.44,0.7,0.79,0.78,23.9,PCA4cylinder-bands,540,2,4,KStar,2617,2.81E+12
62.96,0.46,0.58,0.71,0.67,21.39,PCA4cylinder-bands,540,2,4,LWL,516,2.81E+12
65.37,0.45,0.65,0.68,0.71,22.21,PCA4cylinder-bands,540,2,4,BayesNet,12,2.81E+12
64.81,0.46,0.64,0.74,0.71,22.02,PCA4cylinder-bands,540,2,4,NaiveBayes,6,2.81E+12
64.81,0.46,0.64,0.74,0.71,22.02,PCA4cylinder-bands,540,2,4,NaiveBayesUpdateable,4,2.81E+12
65.74,0.45,0.66,0.69,0.71,22.33,PCA4cylinder-bands,540,2,4,AdaBoostM1,109,2.81E+12
68.15,0.45,0.68,0.76,0.75,23.15,PCA4cylinder-bands,540,2,4,Bagging,221,2.82E+12
57.78,0.49,0.42,0.51,0.5,19.59,PCA4cylinder-bands,540,2,4,Stacking,11,2.82E+12
64.44,0.46,0.64,0.72,0.71,21.9,PCA4cylinder-bands,540,2,4,LogitBoost,92,2.82E+12
57.78,0.49,0.42,0.51,0.5,19.59,PCA4cylinder-bands,540,2,4,Vote,2,2.82E+12
65.37,0.45,0.65,0.67,0.71,22.21,PCA4cylinder-bands,540,2,4,DecisionTable,92,2.82E+12
62.22,0.48,0.62,0.59,0.61,21.12,PCA4cylinder-bands,540,2,4,JRip,135,2.82E+12
56.85,0.66,0.56,0.54,0.54,19.25,PCA4cylinder-bands,540,2,4,OneR,8,2.82E+12
57.78,0.49,0.42,0.51,0.5,19.59,PCA4cylinder-bands,540,2,4,ZeroR,1,2.82E+12
65.74,0.46,0.66,0.65,0.69,22.32,PCA4cylinder-bands,540,2,4,PART,27,2.82E+12
64.26,0.5,0.64,0.69,0.71,21.82,PCA4cylinder-bands,540,2,4,RandomCommittee,293,2.82E+12
66.3,0.45,0.66,0.67,0.71,22.52,PCA4cylinder-bands,540,2,4,J48,19,2.82E+12
64.63,0.46,0.64,0.74,0.71,21.96,PCA4cylinder-bands,540,2,4,LMT,987,2.82E+12
69.26,0.44,0.69,0.77,0.76,23.53,PCA4cylinder-bands,540,2,4,RandomForest,1631,2.82E+12
65.56,0.58,0.66,0.61,0.65,22.21,PCA4cylinder-bands,540,2,4,RandomTree,25,2.82E+12
66.3,0.48,0.65,0.68,0.69,22.5,PCA4cylinder-bands,540,2,4,REPTree,25,2.82E+12
46.72,0.32,0.31,0.4,0.81,16.07,PCA4dermatology,366,6,4,DecisionStump,4,2.82E+12
91.55,0.17,0.91,0.87,0.95,31.11,PCA4dermatology,366,6,4,LibSVM,226,2.82E+12
92.1,0.13,0.92,0.96,0.99,31.32,PCA4dermatology,366,6,4,MultilayerPerceptron,5112,2.82E+12
90.44,0.15,0.9,0.95,0.99,30.76,PCA4dermatology,366,6,4,Logistic,1004,2.82E+12
91.27,0.15,0.91,0.95,0.99,31.04,PCA4dermatology,366,6,4,SimpleLogistic,1151,2.83E+12
86.34,0.32,0.82,0.85,0.97,29.33,PCA4dermatology,366,6,4,SMO,574,2.83E+12
91.27,0.17,0.91,0.87,0.95,31.02,PCA4dermatology,366,6,4,IBk,10,2.83E+12
93.18,0.14,0.93,0.95,0.99,31.68,PCA4dermatology,366,6,4,KStar,1192,2.83E+12
80.86,0.22,0.75,0.9,0.97,27.54,PCA4dermatology,366,6,4,LWL,342,2.83E+12
87.45,0.16,0.87,0.93,0.98,29.76,PCA4dermatology,366,6,4,BayesNet,15,2.83E+12
89.08,0.15,0.89,0.94,0.99,30.31,PCA4dermatology,366,6,4,NaiveBayes,7,2.83E+12
89.08,0.15,0.89,0.94,0.99,30.31,PCA4dermatology,366,6,4,NaiveBayesUpdateable,8,2.83E+12
46.72,0.32,0.31,0.4,0.81,16.07,PCA4dermatology,366,6,4,AdaBoostM1,13,2.83E+12
89.37,0.15,0.89,0.94,0.98,30.4,PCA4dermatology,366,6,4,Bagging,75,2.83E+12
30.6,0.36,0.14,0.2,0.5,10.58,PCA4dermatology,366,6,4,Stacking,4,2.83E+12
91.01,0.15,0.91,0.94,0.99,30.95,PCA4dermatology,366,6,4,LogitBoost,283,2.83E+12
30.6,0.36,0.14,0.2,0.5,10.58,PCA4dermatology,366,6,4,Vote,3,2.83E+12
84.44,0.21,0.84,0.88,0.98,28.74,PCA4dermatology,366,6,4,DecisionTable,72,2.83E+12
87.45,0.18,0.87,0.86,0.97,29.75,PCA4dermatology,366,6,4,JRip,120,2.83E+12
72.39,0.3,0.72,0.65,0.84,24.64,PCA4dermatology,366,6,4,OneR,5,2.83E+12
30.6,0.36,0.14,0.2,0.5,10.58,PCA4dermatology,366,6,4,ZeroR,1,2.83E+12
91.82,0.15,0.92,0.9,0.97,31.21,PCA4dermatology,366,6,4,PART,21,2.83E+12
91.01,0.16,0.91,0.91,0.97,30.94,PCA4dermatology,366,6,4,RandomCommittee,97,2.83E+12
91,0.16,0.91,0.89,0.96,30.93,PCA4dermatology,366,6,4,J48,15,2.83E+12
91.8,0.15,0.92,0.95,0.99,31.21,PCA4dermatology,366,6,4,LMT,2334,2.83E+12
91.82,0.14,0.92,0.94,0.99,31.22,PCA4dermatology,366,6,4,RandomForest,611,2.83E+12
89.09,0.19,0.89,0.83,0.93,30.28,PCA4dermatology,366,6,4,RandomTree,10,2.83E+12
86.89,0.18,0.85,0.86,0.97,29.56,PCA4dermatology,366,6,4,REPTree,8,2.83E+12
79.63,0.4,0.79,0.74,0.78,27,PCA4heart-stalog,270,2,4,DecisionStump,3,2.83E+12
82.22,0.4,0.82,0.77,0.82,27.88,PCA4heart-stalog,270,2,4,LibSVM,130,2.83E+12
81.85,0.36,0.82,0.91,0.9,27.8,PCA4heart-stalog,270,2,4,MultilayerPerceptron,1614,2.83E+12
83.33,0.34,0.83,0.91,0.9,28.3,PCA4heart-stalog,270,2,4,Logistic,37,2.83E+12
81.11,0.35,0.81,0.91,0.9,27.55,PCA4heart-stalog,270,2,4,SimpleLogistic,364,2.83E+12
85.93,0.36,0.86,0.81,0.85,29.14,PCA4heart-stalog,270,2,4,SMO,48,2.83E+12
78.15,0.45,0.78,0.73,0.78,26.49,PCA4heart-stalog,270,2,4,IBk,6,2.83E+12
77.78,0.4,0.78,0.87,0.86,26.41,PCA4heart-stalog,270,2,4,KStar,596,2.83E+12
81.11,0.38,0.81,0.87,0.87,27.53,PCA4heart-stalog,270,2,4,LWL,118,2.83E+12
79.63,0.38,0.79,0.8,0.85,27.03,PCA4heart-stalog,270,2,4,BayesNet,7,2.83E+12
82.96,0.35,0.83,0.9,0.89,28.17,PCA4heart-stalog,270,2,4,NaiveBayes,2,2.83E+12
82.96,0.35,0.83,0.9,0.89,28.17,PCA4heart-stalog,270,2,4,NaiveBayesUpdateable,3,2.83E+12
80,0.38,0.8,0.85,0.86,27.16,PCA4heart-stalog,270,2,4,AdaBoostM1,56,2.83E+12
81.85,0.36,0.82,0.88,0.88,27.79,PCA4heart-stalog,270,2,4,Bagging,52,2.83E+12
55.56,0.5,0.4,0.51,0.5,18.85,PCA4heart-stalog,270,2,4,Stacking,5,2.83E+12
82.96,0.36,0.83,0.87,0.87,28.16,PCA4heart-stalog,270,2,4,LogitBoost,86,2.83E+12
55.56,0.5,0.4,0.51,0.5,18.85,PCA4heart-stalog,270,2,4,Vote,1,2.83E+12
79.63,0.38,0.79,0.8,0.85,27.03,PCA4heart-stalog,270,2,4,DecisionTable,46,2.83E+12
80.74,0.39,0.81,0.77,0.81,27.39,PCA4heart-stalog,270,2,4,JRip,64,2.84E+12
78.52,0.46,0.78,0.73,0.78,26.61,PCA4heart-stalog,270,2,4,OneR,5,2.84E+12
55.56,0.5,0.4,0.51,0.5,18.85,PCA4heart-stalog,270,2,4,ZeroR,1,2.84E+12
77.41,0.41,0.77,0.77,0.81,26.27,PCA4heart-stalog,270,2,4,PART,20,2.84E+12
75.19,0.43,0.75,0.8,0.82,25.53,PCA4heart-stalog,270,2,4,RandomCommittee,95,2.84E+12
77.78,0.42,0.77,0.75,0.78,26.38,PCA4heart-stalog,270,2,4,J48,8,2.84E+12
81.11,0.35,0.81,0.91,0.9,27.55,PCA4heart-stalog,270,2,4,LMT,548,2.84E+12
80.37,0.37,0.8,0.88,0.88,27.29,PCA4heart-stalog,270,2,4,RandomForest,555,2.84E+12
74.44,0.5,0.74,0.69,0.74,25.23,PCA4heart-stalog,270,2,4,RandomTree,7,2.84E+12
78.15,0.41,0.78,0.74,0.78,26.51,PCA4heart-stalog,270,2,4,REPTree,5,2.84E+12
79.9,0.4,0.8,0.74,0.79,27.1,PCA4heart-cleveland,303,2,4,DecisionStump,3,2.84E+12
84.16,0.39,0.84,0.79,0.84,28.54,PCA4heart-cleveland,303,2,4,LibSVM,144,2.84E+12
82.51,0.36,0.82,0.91,0.9,28.01,PCA4heart-cleveland,303,2,4,MultilayerPerceptron,1799,2.84E+12
82.47,0.34,0.82,0.92,0.92,28.02,PCA4heart-cleveland,303,2,4,Logistic,42,2.84E+12
82.14,0.35,0.82,0.92,0.91,27.9,PCA4heart-cleveland,303,2,4,SimpleLogistic,353,2.84E+12
83.47,0.4,0.83,0.78,0.83,28.3,PCA4heart-cleveland,303,2,4,SMO,47,2.84E+12
75.25,0.49,0.75,0.7,0.75,25.5,PCA4heart-cleveland,303,2,4,IBk,7,2.84E+12
78.54,0.41,0.78,0.84,0.84,26.65,PCA4heart-cleveland,303,2,4,KStar,754,2.84E+12
79.9,0.38,0.79,0.89,0.89,27.14,PCA4heart-cleveland,303,2,4,LWL,164,2.84E+12
78.57,0.37,0.78,0.83,0.86,26.69,PCA4heart-cleveland,303,2,4,BayesNet,11,2.84E+12
82.82,0.35,0.83,0.92,0.91,28.13,PCA4heart-cleveland,303,2,4,NaiveBayes,4,2.84E+12
82.82,0.35,0.83,0.92,0.91,28.13,PCA4heart-cleveland,303,2,4,NaiveBayesUpdateable,3,2.84E+12
80.53,0.37,0.8,0.86,0.88,27.35,PCA4heart-cleveland,303,2,4,AdaBoostM1,79,2.84E+12
81.55,0.36,0.81,0.88,0.88,27.69,PCA4heart-cleveland,303,2,4,Bagging,103,2.84E+12
54.45,0.5,0.38,0.5,0.5,18.48,PCA4heart-cleveland,303,2,4,Stacking,5,2.84E+12
81.49,0.36,0.81,0.88,0.89,27.67,PCA4heart-cleveland,303,2,4,LogitBoost,58,2.84E+12
54.45,0.5,0.38,0.5,0.5,18.48,PCA4heart-cleveland,303,2,4,Vote,1,2.84E+12
79.9,0.37,0.8,0.83,0.87,27.13,PCA4heart-cleveland,303,2,4,DecisionTable,43,2.84E+12
82.51,0.37,0.82,0.79,0.83,27.99,PCA4heart-cleveland,303,2,4,JRip,47,2.84E+12
80.23,0.44,0.8,0.75,0.79,27.19,PCA4heart-cleveland,303,2,4,OneR,4,2.84E+12
54.45,0.5,0.38,0.5,0.5,18.48,PCA4heart-cleveland,303,2,4,ZeroR,0,2.84E+12
80.55,0.38,0.8,0.8,0.83,27.33,PCA4heart-cleveland,303,2,4,PART,12,2.84E+12
75.27,0.43,0.75,0.81,0.83,25.55,PCA4heart-cleveland,303,2,4,RandomCommittee,101,2.84E+12
80.22,0.4,0.8,0.77,0.79,27.2,PCA4heart-cleveland,303,2,4,J48,8,2.84E+12
81.47,0.35,0.81,0.91,0.91,27.68,PCA4heart-cleveland,303,2,4,LMT,570,2.84E+12
79.2,0.38,0.79,0.87,0.86,26.9,PCA4heart-cleveland,303,2,4,RandomForest,578,2.84E+12
75.88,0.48,0.76,0.71,0.76,25.72,PCA4heart-cleveland,303,2,4,RandomTree,7,2.84E+12
80.84,0.38,0.81,0.81,0.85,27.43,PCA4heart-cleveland,303,2,4,REPTree,7,2.84E+12
66.06,0.44,0.62,0.66,0.64,22.42,PCA4breast-cancer,286,2,4,DecisionStump,1,2.84E+12
72.71,0.52,0.69,0.65,0.6,24.6,PCA4breast-cancer,286,2,4,LibSVM,170,2.84E+12
72.06,0.43,0.7,0.77,0.71,24.44,PCA4breast-cancer,286,2,4,MultilayerPerceptron,1706,2.84E+12
72.41,0.42,0.7,0.79,0.73,24.57,PCA4breast-cancer,286,2,4,Logistic,25,2.84E+12
71.34,0.43,0.68,0.79,0.72,24.21,PCA4breast-cancer,286,2,4,SimpleLogistic,338,2.84E+12
72.77,0.52,0.69,0.64,0.6,24.62,PCA4breast-cancer,286,2,4,SMO,52,2.84E+12
67.11,0.57,0.67,0.65,0.61,22.72,PCA4breast-cancer,286,2,4,IBk,7,2.84E+12
67.84,0.49,0.66,0.7,0.62,22.99,PCA4breast-cancer,286,2,4,KStar,668,2.84E+12
72.03,0.45,0.7,0.74,0.68,24.42,PCA4breast-cancer,286,2,4,LWL,143,2.84E+12
69.59,0.45,0.61,0.67,0.64,23.6,PCA4breast-cancer,286,2,4,BayesNet,7,2.84E+12
71.37,0.43,0.69,0.78,0.71,24.22,PCA4breast-cancer,286,2,4,NaiveBayes,3,2.84E+12
71.37,0.43,0.69,0.78,0.71,24.22,PCA4breast-cancer,286,2,4,NaiveBayesUpdateable,3,2.84E+12
68.21,0.45,0.66,0.7,0.67,23.15,PCA4breast-cancer,286,2,4,AdaBoostM1,62,2.84E+12
72.02,0.43,0.69,0.77,0.71,24.43,PCA4breast-cancer,286,2,4,Bagging,77,2.84E+12
70.3,0.46,0.58,0.58,0.5,23.78,PCA4breast-cancer,286,2,4,Stacking,11,2.84E+12
72.4,0.43,0.71,0.74,0.7,24.55,PCA4breast-cancer,286,2,4,LogitBoost,71,2.84E+12
70.3,0.46,0.58,0.58,0.5,23.78,PCA4breast-cancer,286,2,4,Vote,1,2.84E+12
68.88,0.46,0.62,0.6,0.54,23.32,PCA4breast-cancer,286,2,4,DecisionTable,45,2.84E+12
68.53,0.45,0.67,0.65,0.61,23.23,PCA4breast-cancer,286,2,4,JRip,40,2.84E+12
66.05,0.58,0.62,0.6,0.53,22.33,PCA4breast-cancer,286,2,4,OneR,3,2.84E+12
70.3,0.46,0.58,0.58,0.5,23.78,PCA4breast-cancer,286,2,4,ZeroR,1,2.84E+12
71.69,0.44,0.64,0.69,0.67,24.31,PCA4breast-cancer,286,2,4,PART,12,2.84E+12
67.77,0.5,0.67,0.71,0.65,22.97,PCA4breast-cancer,286,2,4,RandomCommittee,131,2.84E+12
71.67,0.44,0.65,0.69,0.67,24.3,PCA4breast-cancer,286,2,4,J48,8,2.84E+12
71.34,0.43,0.68,0.77,0.7,24.2,PCA4breast-cancer,286,2,4,LMT,497,2.85E+12
70.59,0.45,0.69,0.74,0.67,23.94,PCA4breast-cancer,286,2,4,RandomForest,699,2.85E+12
65.3,0.57,0.66,0.65,0.61,22.11,PCA4breast-cancer,286,2,4,RandomTree,10,2.85E+12
71.37,0.44,0.67,0.69,0.66,24.2,PCA4breast-cancer,286,2,4,REPTree,7,2.85E+12
80.14,0.4,0.8,0.74,0.79,27.18,PCA4credit-a,690,2,4,DecisionStump,7,2.85E+12
83.04,0.41,0.83,0.78,0.83,28.15,PCA4credit-a,690,2,4,LibSVM,512,2.85E+12
82.17,0.36,0.82,0.88,0.89,27.9,PCA4credit-a,690,2,4,MultilayerPerceptron,4137,2.85E+12
82.9,0.36,0.83,0.89,0.89,28.14,PCA4credit-a,690,2,4,Logistic,79,2.85E+12
83.04,0.36,0.83,0.89,0.89,28.19,PCA4credit-a,690,2,4,SimpleLogistic,835,2.85E+12
82.17,0.42,0.82,0.76,0.81,27.86,PCA4credit-a,690,2,4,SMO,82,2.85E+12
75.36,0.49,0.75,0.7,0.75,25.54,PCA4credit-a,690,2,4,IBk,41,2.85E+12
79.28,0.38,0.79,0.86,0.87,26.92,PCA4credit-a,690,2,4,KStar,4386,2.86E+12
80.14,0.39,0.8,0.86,0.86,27.2,PCA4credit-a,690,2,4,LWL,808,2.86E+12
81.16,0.39,0.81,0.84,0.86,27.54,PCA4credit-a,690,2,4,BayesNet,18,2.86E+12
75.65,0.41,0.74,0.86,0.86,25.7,PCA4credit-a,690,2,4,NaiveBayes,6,2.86E+12
75.65,0.41,0.74,0.86,0.86,25.7,PCA4credit-a,690,2,4,NaiveBayesUpdateable,7,2.86E+12
83.19,0.36,0.83,0.86,0.88,28.23,PCA4credit-a,690,2,4,AdaBoostM1,140,2.86E+12
82.9,0.36,0.83,0.89,0.89,28.14,PCA4credit-a,690,2,4,Bagging,204,2.86E+12
55.51,0.5,0.4,0.51,0.5,18.84,PCA4credit-a,690,2,4,Stacking,8,2.86E+12
83.33,0.36,0.83,0.88,0.89,28.29,PCA4credit-a,690,2,4,LogitBoost,104,2.86E+12
55.51,0.5,0.4,0.51,0.5,18.84,PCA4credit-a,690,2,4,Vote,1,2.86E+12
81.45,0.38,0.81,0.81,0.84,27.64,PCA4credit-a,690,2,4,DecisionTable,105,2.86E+12
83.48,0.37,0.83,0.79,0.83,28.31,PCA4credit-a,690,2,4,JRip,198,2.86E+12
81.74,0.43,0.82,0.76,0.82,27.71,PCA4credit-a,690,2,4,OneR,9,2.86E+12
55.51,0.5,0.4,0.51,0.5,18.84,PCA4credit-a,690,2,4,ZeroR,1,2.86E+12
82.03,0.38,0.82,0.81,0.85,27.83,PCA4credit-a,690,2,4,PART,55,2.86E+12
77.83,0.42,0.78,0.8,0.83,26.41,PCA4credit-a,690,2,4,RandomCommittee,287,2.86E+12
81.59,0.39,0.81,0.79,0.83,27.68,PCA4credit-a,690,2,4,J48,31,2.86E+12
81.01,0.37,0.81,0.88,0.88,27.51,PCA4credit-a,690,2,4,LMT,1512,2.86E+12
81.59,0.37,0.82,0.88,0.88,27.7,PCA4credit-a,690,2,4,RandomForest,1786,2.86E+12
73.62,0.51,0.73,0.68,0.73,24.95,PCA4credit-a,690,2,4,RandomTree,26,2.86E+12
81.74,0.38,0.82,0.8,0.84,27.73,PCA4credit-a,690,2,4,REPTree,18,2.86E+12
70,0.44,0.58,0.67,0.66,23.74,PCA4credit-g,1000,2,4,DecisionStump,10,2.86E+12
72.2,0.53,0.7,0.65,0.62,24.43,PCA4credit-g,1000,2,4,LibSVM,1302,2.86E+12
73.8,0.42,0.73,0.78,0.76,25.05,PCA4credit-g,1000,2,4,MultilayerPerceptron,6059,2.87E+12
70.6,0.43,0.66,0.76,0.74,23.97,PCA4credit-g,1000,2,4,Logistic,114,2.87E+12
69.4,0.43,0.64,0.75,0.73,23.56,PCA4credit-g,1000,2,4,SimpleLogistic,1105,2.87E+12
70,0.55,0.58,0.58,0.5,23.65,PCA4credit-g,1000,2,4,SMO,105,2.87E+12
65.5,0.58,0.66,0.63,0.6,22.17,PCA4credit-g,1000,2,4,IBk,69,2.87E+12
69,0.45,0.69,0.74,0.71,23.42,PCA4credit-g,1000,2,4,KStar,9833,2.88E+12
69.1,0.44,0.58,0.76,0.73,23.46,PCA4credit-g,1000,2,4,LWL,1797,2.88E+12
69.9,0.43,0.68,0.72,0.71,23.73,PCA4credit-g,1000,2,4,BayesNet,23,2.88E+12
70.5,0.43,0.66,0.76,0.73,23.93,PCA4credit-g,1000,2,4,NaiveBayes,10,2.88E+12
70.5,0.43,0.66,0.76,0.73,23.93,PCA4credit-g,1000,2,4,NaiveBayesUpdateable,9,2.88E+12
68.8,0.44,0.66,0.71,0.7,23.36,PCA4credit-g,1000,2,4,AdaBoostM1,221,2.88E+12
71.8,0.43,0.7,0.75,0.72,24.36,PCA4credit-g,1000,2,4,Bagging,337,2.88E+12
70,0.46,0.58,0.58,0.5,23.68,PCA4credit-g,1000,2,4,Stacking,13,2.88E+12
72.1,0.43,0.7,0.75,0.73,24.47,PCA4credit-g,1000,2,4,LogitBoost,133,2.88E+12
70,0.46,0.58,0.58,0.5,23.68,PCA4credit-g,1000,2,4,Vote,5,2.88E+12
69.1,0.44,0.65,0.69,0.66,23.44,PCA4credit-g,1000,2,4,DecisionTable,142,2.88E+12
70.1,0.45,0.69,0.64,0.61,23.75,PCA4credit-g,1000,2,4,JRip,234,2.88E+12
67.4,0.57,0.64,0.6,0.55,22.79,PCA4credit-g,1000,2,4,OneR,15,2.88E+12
70,0.46,0.58,0.58,0.5,23.68,PCA4credit-g,1000,2,4,ZeroR,1,2.88E+12
70.2,0.44,0.68,0.67,0.65,23.8,PCA4credit-g,1000,2,4,PART,41,2.88E+12
66.7,0.49,0.66,0.68,0.65,22.62,PCA4credit-g,1000,2,4,RandomCommittee,522,2.88E+12
70,0.44,0.67,0.66,0.64,23.73,PCA4credit-g,1000,2,4,J48,30,2.88E+12
68.2,0.44,0.65,0.74,0.72,23.16,PCA4credit-g,1000,2,4,LMT,1681,2.89E+12
