Accuracy,RMSE,Fscore,PRC,AUC,SAR,Dataset,nInstances,nClasses,nAttributes,Algorithm,runTime,CPUtime
46.47,0.3,0.4,0.42,0.63,15.93,PCA4RedWhiteWine,6497,7,4,LWL,114558,2.65147E+12
46.73,0.3,0.44,0.42,0.63,16.02,PCA4RedWhiteWine,6497,7,4,BayesNet,234,2.65171E+12
43.2,0.34,0.3,0.38,0.59,14.82,PCA4RedWhiteWine,6497,7,4,NaiveBayes,110,2.65184E+12
43.2,0.34,0.3,0.38,0.59,14.82,PCA4RedWhiteWine,6497,7,4,NaiveBayesUpdateable,109,2.65197E+12
44.1,0.3,0.37,0.37,0.59,15.13,PCA4RedWhiteWine,6497,7,4,AdaBoostM1,135,2.65211E+12
55.7,0.29,0.53,0.56,0.73,19.05,PCA4RedWhiteWine,6497,7,4,Bagging,4134,2.65623E+12
43.65,0.31,0.27,0.33,0.5,14.95,PCA4RedWhiteWine,6497,7,4,Stacking,95,2.65633E+12
48.24,0.3,0.44,0.44,0.65,16.53,PCA4RedWhiteWine,6497,7,4,LogitBoost,4594,2.66089E+12
43.65,0.31,0.27,0.33,0.5,14.95,PCA4RedWhiteWine,6497,7,4,Vote,17,2.66091E+12
47.78,0.3,0.42,0.43,0.64,16.37,PCA4RedWhiteWine,6497,7,4,DecisionTable,1054,2.66197E+12
48.7,0.3,0.42,0.38,0.58,16.66,PCA4RedWhiteWine,6497,7,4,JRip,7034,2.66897E+12
45.9,0.39,0.44,0.37,0.57,15.69,PCA4RedWhiteWine,6497,7,4,OneR,90,2.66907E+12
43.65,0.31,0.27,0.33,0.5,14.95,PCA4RedWhiteWine,6497,7,4,ZeroR,9,2.66909E+12
50.73,0.31,0.49,0.48,0.67,17.36,PCA4RedWhiteWine,6497,7,4,PART,21540,2.69059E+12
58.21,0.28,0.58,0.66,0.78,19.9,PCA4RedWhiteWine,6497,7,4,RandomCommittee,5775,2.69634E+12
50.53,0.32,0.49,0.48,0.67,17.29,PCA4RedWhiteWine,6497,7,4,J48,2033,2.69837E+12
49.32,0.31,0.46,0.47,0.67,16.89,PCA4RedWhiteWine,6497,7,4,LMT,72366,2.77049E+12
61.71,0.27,0.6,0.69,0.79,21.08,PCA4RedWhiteWine,6497,7,4,RandomForest,38215,2.80831E+12
57.03,0.35,0.57,0.47,0.68,19.45,PCA4RedWhiteWine,6497,7,4,RandomTree,609,2.80889E+12
49.19,0.31,0.47,0.46,0.66,16.85,PCA4RedWhiteWine,6497,7,4,REPTree,456,2.80935E+12
86.66,0.32,0.87,0.84,0.88,29.41,PCA4vote,435,2,4,DecisionStump,4,2.80936E+12
91.73,0.28,0.92,0.89,0.91,31.12,PCA4vote,435,2,4,LibSVM,148,2.80951E+12
92.65,0.23,0.93,0.98,0.98,31.46,PCA4vote,435,2,4,MultilayerPerceptron,2409,2.81192E+12
93.57,0.21,0.94,0.98,0.98,31.78,PCA4vote,435,2,4,Logistic,66,2.81199E+12
93.11,0.22,0.93,0.98,0.98,31.62,PCA4vote,435,2,4,SimpleLogistic,517,2.8125E+12
93.34,0.25,0.93,0.91,0.93,31.67,PCA4vote,435,2,4,SMO,46,2.81255E+12
88.98,0.33,0.89,0.9,0.92,30.19,PCA4vote,435,2,4,IBk,13,2.81257E+12
90.35,0.26,0.9,0.97,0.97,30.69,PCA4vote,435,2,4,KStar,1476,2.81404E+12
89.88,0.28,0.9,0.97,0.97,30.52,PCA4vote,435,2,4,LWL,282,2.81433E+12
91.97,0.25,0.92,0.95,0.96,31.23,PCA4vote,435,2,4,BayesNet,11,2.81434E+12
89.66,0.26,0.9,0.98,0.97,30.46,PCA4vote,435,2,4,NaiveBayes,5,2.81434E+12
89.66,0.26,0.9,0.98,0.97,30.46,PCA4vote,435,2,4,NaiveBayesUpdateable,6,2.81435E+12
92.42,0.25,0.92,0.98,0.98,31.38,PCA4vote,435,2,4,AdaBoostM1,75,2.81443E+12
91.5,0.24,0.91,0.97,0.97,31.07,PCA4vote,435,2,4,Bagging,93,2.8145E+12
61.38,0.49,0.47,0.53,0.5,20.8,PCA4vote,435,2,4,Stacking,7,2.8145E+12
92.44,0.24,0.92,0.98,0.98,31.39,PCA4vote,435,2,4,LogitBoost,77,2.81455E+12
61.38,0.49,0.47,0.53,0.5,20.8,PCA4vote,435,2,4,Vote,2,2.81456E+12
91.74,0.26,0.92,0.94,0.95,31.15,PCA4vote,435,2,4,DecisionTable,63,2.81461E+12
91.04,0.28,0.91,0.89,0.91,30.89,PCA4vote,435,2,4,JRip,87,2.81468E+12
86.43,0.37,0.86,0.81,0.85,29.31,PCA4vote,435,2,4,OneR,5,2.81469E+12
61.38,0.49,0.47,0.53,0.5,20.8,PCA4vote,435,2,4,ZeroR,1,2.81469E+12
91.49,0.25,0.91,0.93,0.94,31.06,PCA4vote,435,2,4,PART,20,2.81471E+12
90.59,0.27,0.91,0.93,0.95,30.75,PCA4vote,435,2,4,RandomCommittee,94,2.8148E+12
88.5,0.31,0.88,0.88,0.89,30.03,PCA4vote,435,2,4,J48,14,2.81482E+12
93.11,0.22,0.93,0.98,0.98,31.62,PCA4vote,435,2,4,LMT,975,2.8158E+12
92.19,0.24,0.92,0.98,0.98,31.31,PCA4vote,435,2,4,RandomForest,583,2.81637E+12
90.34,0.31,0.9,0.87,0.9,30.64,PCA4vote,435,2,4,RandomTree,8,2.81638E+12
90.8,0.27,0.91,0.92,0.94,30.82,PCA4vote,435,2,4,REPTree,7,2.81638E+12
63.73,0.48,0.5,0.55,0.52,21.59,PCA4monk-problems-2,510,2,4,DecisionStump,5,2.81639E+12
63.14,0.61,0.49,0.54,0.5,21.34,PCA4monk-problems-2,510,2,4,LibSVM,365,2.81676E+12
63.73,0.49,0.5,0.56,0.48,21.57,PCA4monk-problems-2,510,2,4,MultilayerPerceptron,2845,2.8196E+12
63.73,0.48,0.5,0.57,0.5,21.58,PCA4monk-problems-2,510,2,4,Logistic,42,2.81964E+12
63.73,0.5,0.5,0.54,0.5,21.58,PCA4monk-problems-2,510,2,4,SimpleLogistic,559,2.8202E+12
63.73,0.6,0.5,0.54,0.5,21.54,PCA4monk-problems-2,510,2,4,SMO,49,2.82025E+12
66.27,0.58,0.66,0.61,0.59,22.43,PCA4monk-problems-2,510,2,4,IBk,17,2.82027E+12
61.57,0.52,0.61,0.61,0.58,20.88,PCA4monk-problems-2,510,2,4,KStar,2090,2.82236E+12
62.55,0.48,0.51,0.59,0.53,21.2,PCA4monk-problems-2,510,2,4,LWL,378,2.82274E+12
63.73,0.48,0.5,0.54,0.5,21.58,PCA4monk-problems-2,510,2,4,BayesNet,9,2.82275E+12
63.73,0.48,0.5,0.56,0.47,21.57,PCA4monk-problems-2,510,2,4,NaiveBayes,5,2.82276E+12
63.73,0.48,0.5,0.56,0.47,21.57,PCA4monk-problems-2,510,2,4,NaiveBayesUpdateable,5,2.82277E+12
63.73,0.48,0.5,0.55,0.52,21.59,PCA4monk-problems-2,510,2,4,AdaBoostM1,86,2.82285E+12
62.55,0.48,0.6,0.65,0.62,21.23,PCA4monk-problems-2,510,2,4,Bagging,181,2.82304E+12
63.73,0.48,0.5,0.54,0.5,21.58,PCA4monk-problems-2,510,2,4,Stacking,6,2.82305E+12
61.57,0.49,0.51,0.56,0.5,20.86,PCA4monk-problems-2,510,2,4,LogitBoost,70,2.8231E+12
63.73,0.48,0.5,0.54,0.5,21.58,PCA4monk-problems-2,510,2,4,Vote,1,2.82311E+12
63.73,0.48,0.5,0.54,0.5,21.58,PCA4monk-problems-2,510,2,4,DecisionTable,56,2.82316E+12
62.55,0.48,0.51,0.54,0.5,21.19,PCA4monk-problems-2,510,2,4,JRip,53,2.82322E+12
62.16,0.61,0.61,0.58,0.57,21.04,PCA4monk-problems-2,510,2,4,OneR,6,2.82322E+12
63.73,0.48,0.5,0.54,0.5,21.58,PCA4monk-problems-2,510,2,4,ZeroR,1,2.82323E+12
63.73,0.48,0.5,0.54,0.5,21.58,PCA4monk-problems-2,510,2,4,PART,6,2.82323E+12
70,0.48,0.7,0.76,0.77,23.76,PCA4monk-problems-2,510,2,4,RandomCommittee,450,2.82368E+12
63.73,0.48,0.5,0.54,0.5,21.58,PCA4monk-problems-2,510,2,4,J48,5,2.82369E+12
63.73,0.5,0.5,0.54,0.5,21.58,PCA4monk-problems-2,510,2,4,LMT,3565,2.82721E+12
70.39,0.46,0.7,0.7,0.7,23.87,PCA4monk-problems-2,510,2,4,RandomForest,1881,2.82911E+12
71.76,0.53,0.72,0.67,0.7,24.31,PCA4monk-problems-2,510,2,4,RandomTree,44,2.82915E+12
64.12,0.49,0.57,0.6,0.55,21.73,PCA4monk-problems-2,510,2,4,REPTree,22,2.82917E+12
20.62,0.29,0.07,0.17,0.72,7.35,PCA4pendigits,10992,10,4,DecisionStump,204,2.8294E+12
92.04,0.13,0.92,0.86,0.96,31.29,PCA4pendigits,10992,10,4,LibSVM,21230,2.85047E+12
84.02,0.16,0.84,0.85,0.94,28.6,PCA4pendigits,10992,10,4,MultilayerPerceptron,236700,3.08739E+12
74.94,0.19,0.74,0.78,0.96,25.57,PCA4pendigits,10992,10,4,Logistic,28634,3.11606E+12
74.9,0.19,0.74,0.78,0.96,25.55,PCA4pendigits,10992,10,4,SimpleLogistic,68339,3.1842E+12
80.25,0.27,0.8,0.75,0.96,27.31,PCA4pendigits,10992,10,4,SMO,6026,3.19015E+12
91.06,0.13,0.91,0.84,0.95,30.96,PCA4pendigits,10992,10,4,IBk,6174,3.19635E+12
90.8,0.12,0.91,0.97,1,30.89,PCA4pendigits,10992,10,4,KStar,1583829,4.77816E+12
62.97,0.26,0.6,0.65,0.91,21.54,PCA4pendigits,10992,10,4,LWL,448908,5.22483E+12
80.99,0.17,0.81,0.88,0.98,27.6,PCA4pendigits,10992,10,4,BayesNet,652,5.22552E+12
78.39,0.18,0.78,0.86,0.97,26.73,PCA4pendigits,10992,10,4,NaiveBayes,282,5.22583E+12
78.39,0.18,0.78,0.86,0.97,26.73,PCA4pendigits,10992,10,4,NaiveBayesUpdateable,275,5.22613E+12
20.62,0.29,0.07,0.17,0.72,7.35,PCA4pendigits,10992,10,4,AdaBoostM1,268,5.22641E+12
90.41,0.12,0.9,0.96,0.99,30.76,PCA4pendigits,10992,10,4,Bagging,5219,5.23162E+12
10.37,0.3,0.02,0.1,0.5,3.86,PCA4pendigits,10992,10,4,Stacking,190,5.23183E+12
82.91,0.16,0.83,0.88,0.98,28.24,PCA4pendigits,10992,10,4,LogitBoost,11242,5.24301E+12
10.37,0.3,0.02,0.1,0.5,3.86,PCA4pendigits,10992,10,4,Vote,30,5.24305E+12
78.19,0.2,0.79,0.84,0.97,26.65,PCA4pendigits,10992,10,4,DecisionTable,3557,5.24663E+12
87.8,0.14,0.88,0.87,0.98,29.88,PCA4pendigits,10992,10,4,JRip,42430,5.28848E+12
34.48,0.36,0.33,0.2,0.64,11.92,PCA4pendigits,10992,10,4,OneR,185,5.28868E+12
10.37,0.3,0.02,0.1,0.5,3.86,PCA4pendigits,10992,10,4,ZeroR,20,5.28871E+12
89.06,0.13,0.89,0.89,0.97,30.3,PCA4pendigits,10992,10,4,PART,12988,5.30169E+12
90.78,0.12,0.91,0.93,0.98,30.88,PCA4pendigits,10992,10,4,RandomCommittee,7387,5.30908E+12
89.05,0.14,0.89,0.87,0.97,30.29,PCA4pendigits,10992,10,4,J48,2256,5.31134E+12
90.93,0.12,0.91,0.94,0.99,30.93,PCA4pendigits,10992,10,4,LMT,410901,5.7192E+12
91.83,0.11,0.92,0.97,0.99,31.24,PCA4pendigits,10992,10,4,RandomForest,46747,5.7654E+12
88.21,0.15,0.88,0.8,0.93,30,PCA4pendigits,10992,10,4,RandomTree,762,5.76617E+12
87.84,0.14,0.88,0.9,0.98,29.89,PCA4pendigits,10992,10,4,REPTree,603,5.7668E+12
88.95,0.3,0.89,0.85,0.89,30.18,PCA4mushroom,8124,2,4,DecisionStump,102,5.76692E+12
98.04,0.14,0.98,0.97,0.98,33.29,PCA4mushroom,8124,2,4,LibSVM,9253,5.77614E+12
92.41,0.25,0.92,0.92,0.93,31.36,PCA4mushroom,8124,2,4,MultilayerPerceptron,44843,5.82099E+12
89.43,0.29,0.89,0.91,0.92,30.35,PCA4mushroom,8124,2,4,Logistic,1331,5.82232E+12
89.4,0.29,0.89,0.91,0.91,30.34,PCA4mushroom,8124,2,4,SimpleLogistic,9173,5.83146E+12
89.19,0.33,0.89,0.85,0.89,30.25,PCA4mushroom,8124,2,4,SMO,3189,5.83465E+12
99.7,0.05,1,1,1,33.88,PCA4mushroom,8124,2,4,IBk,3055,5.83771E+12
98.77,0.11,0.99,1,1,33.55,PCA4mushroom,8124,2,4,KStar,819975,6.65633E+12
88.93,0.3,0.89,0.98,0.98,30.2,PCA4mushroom,8124,2,4,LWL,123111,6.7785E+12
90.12,0.28,0.9,0.98,0.98,30.61,PCA4mushroom,8124,2,4,BayesNet,352,6.77884E+12
88.22,0.29,0.88,0.96,0.96,29.96,PCA4mushroom,8124,2,4,NaiveBayes,93,6.77894E+12
88.22,0.29,0.88,0.96,0.96,29.96,PCA4mushroom,8124,2,4,NaiveBayesUpdateable,90,6.77904E+12
89.06,0.26,0.89,0.96,0.97,30.26,PCA4mushroom,8124,2,4,AdaBoostM1,1558,6.78057E+12
98.67,0.11,0.99,1,1,33.52,PCA4mushroom,8124,2,4,Bagging,2036,6.7826E+12
51.8,0.5,0.35,0.5,0.5,17.6,PCA4mushroom,8124,2,4,Stacking,115,6.78272E+12
91.38,0.23,0.91,0.98,0.99,31.05,PCA4mushroom,8124,2,4,LogitBoost,915,6.78362E+12
51.8,0.5,0.35,0.5,0.5,17.6,PCA4mushroom,8124,2,4,Vote,10,6.78364E+12
96.48,0.16,0.96,1,1,32.77,PCA4mushroom,8124,2,4,DecisionTable,1144,6.78478E+12
97.93,0.14,0.98,0.98,0.98,33.26,PCA4mushroom,8124,2,4,JRip,12388,6.79692E+12
88.5,0.34,0.88,0.84,0.88,30.02,PCA4mushroom,8124,2,4,OneR,95,6.79702E+12
51.8,0.5,0.35,0.5,0.5,17.6,PCA4mushroom,8124,2,4,ZeroR,8,6.79703E+12
97.16,0.14,0.97,0.99,0.99,33,PCA4mushroom,8124,2,4,PART,1103,6.79813E+12
99.37,0.07,0.99,1,1,33.77,PCA4mushroom,8124,2,4,RandomCommittee,2572,6.80071E+12
97.67,0.13,0.98,0.99,1,33.18,PCA4mushroom,8124,2,4,J48,641,6.80135E+12
97.94,0.12,0.98,1,1,33.27,PCA4mushroom,8124,2,4,LMT,21198,6.82243E+12
99.29,0.08,0.99,1,1,33.74,PCA4mushroom,8124,2,4,RandomForest,16899,6.83925E+12
98.78,0.11,0.99,0.98,0.99,33.55,PCA4mushroom,8124,2,4,RandomTree,269,6.83953E+12
98.02,0.13,0.98,0.99,0.99,33.3,PCA4mushroom,8124,2,4,REPTree,223,6.83975E+12
50.2,0.39,0.42,0.43,0.65,17.15,PCA4SWD,1000,4,4,DecisionStump,7,6.83976E+12
57.9,0.46,0.57,0.47,0.67,19.7,PCA4SWD,1000,4,4,LibSVM,1203,6.84096E+12
57.7,0.37,0.56,0.6,0.75,19.69,PCA4SWD,1000,4,4,MultilayerPerceptron,8917,6.84989E+12
56.7,0.37,0.55,0.6,0.76,19.36,PCA4SWD,1000,4,4,Logistic,378,6.85027E+12
56.1,0.37,0.55,0.6,0.76,19.16,PCA4SWD,1000,4,4,SimpleLogistic,1941,6.8522E+12
57.3,0.38,0.55,0.5,0.72,19.55,PCA4SWD,1000,4,4,SMO,352,6.85254E+12
55.9,0.38,0.56,0.58,0.73,19.08,PCA4SWD,1000,4,4,IBk,54,6.8526E+12
57.5,0.38,0.57,0.59,0.74,19.62,PCA4SWD,1000,4,4,KStar,5416,6.85803E+12
54.2,0.38,0.52,0.58,0.74,18.52,PCA4SWD,1000,4,4,LWL,965,6.85899E+12
56.6,0.38,0.55,0.51,0.73,19.32,PCA4SWD,1000,4,4,BayesNet,17,6.85901E+12
56.2,0.37,0.55,0.6,0.75,19.19,PCA4SWD,1000,4,4,NaiveBayes,11,6.85903E+12
56.2,0.37,0.55,0.6,0.75,19.19,PCA4SWD,1000,4,4,NaiveBayesUpdateable,10,6.85904E+12
50.4,0.4,0.42,0.43,0.65,17.22,PCA4SWD,1000,4,4,AdaBoostM1,28,6.85907E+12
58.1,0.37,0.57,0.6,0.75,19.83,PCA4SWD,1000,4,4,Bagging,298,6.85937E+12
39.9,0.41,0.23,0.33,0.5,13.66,PCA4SWD,1000,4,4,Stacking,12,6.85938E+12
56.4,0.37,0.56,0.6,0.75,19.26,PCA4SWD,1000,4,4,LogitBoost,304,6.85968E+12
39.9,0.41,0.23,0.33,0.5,13.66,PCA4SWD,1000,4,4,Vote,2,6.85968E+12
56.8,0.38,0.55,0.52,0.73,19.38,PCA4SWD,1000,4,4,DecisionTable,121,6.85981E+12
58.3,0.37,0.57,0.52,0.73,19.88,PCA4SWD,1000,4,4,JRip,336,6.86014E+12
55.3,0.47,0.55,0.46,0.65,18.83,PCA4SWD,1000,4,4,OneR,8,6.86015E+12
39.9,0.41,0.23,0.33,0.5,13.66,PCA4SWD,1000,4,4,ZeroR,2,6.86015E+12
56.5,0.38,0.55,0.55,0.73,19.29,PCA4SWD,1000,4,4,PART,121,6.86028E+12
55.9,0.38,0.56,0.57,0.73,19.08,PCA4SWD,1000,4,4,RandomCommittee,325,6.8606E+12
56.9,0.38,0.56,0.54,0.74,19.42,PCA4SWD,1000,4,4,J48,53,6.86066E+12
55.4,0.37,0.54,0.58,0.74,18.92,PCA4SWD,1000,4,4,LMT,4279,6.86493E+12
56.3,0.38,0.56,0.58,0.73,19.22,PCA4SWD,1000,4,4,RandomForest,2546,6.86746E+12
55.9,0.38,0.56,0.57,0.73,19.08,PCA4SWD,1000,4,4,RandomTree,34,6.8675E+12
57.1,0.38,0.56,0.55,0.73,19.49,PCA4SWD,1000,4,4,REPTree,28,6.86753E+12
70.48,0.41,0.63,0.73,0.72,23.93,PCA4spect-full,349,2,4,DecisionStump,2,6.86754E+12
76.51,0.48,0.76,0.71,0.68,25.91,PCA4spect-full,349,2,4,LibSVM,172,6.86771E+12
78.5,0.37,0.79,0.87,0.85,26.66,PCA4spect-full,349,2,4,MultilayerPerceptron,1929,6.86964E+12
79.09,0.37,0.78,0.87,0.85,26.86,PCA4spect-full,349,2,4,Logistic,37,6.86968E+12
78.23,0.37,0.77,0.87,0.85,26.57,PCA4spect-full,349,2,4,SimpleLogistic,413,6.87009E+12
72.78,0.52,0.61,0.6,0.5,24.59,PCA4spect-full,349,2,4,SMO,43,6.87013E+12
89.4,0.32,0.9,0.87,0.86,30.32,PCA4spect-full,349,2,4,IBk,6,6.87014E+12
88.83,0.28,0.89,0.96,0.95,30.17,PCA4spect-full,349,2,4,KStar,922,6.87107E+12
71.05,0.4,0.67,0.86,0.84,24.16,PCA4spect-full,349,2,4,LWL,179,6.87124E+12
73.65,0.4,0.74,0.79,0.79,25.01,PCA4spect-full,349,2,4,BayesNet,9,6.87125E+12
72.46,0.44,0.74,0.85,0.82,24.61,PCA4spect-full,349,2,4,NaiveBayes,3,6.87125E+12
72.46,0.44,0.74,0.85,0.82,24.61,PCA4spect-full,349,2,4,NaiveBayesUpdateable,4,6.87126E+12
73.92,0.39,0.73,0.81,0.82,25.12,PCA4spect-full,349,2,4,AdaBoostM1,59,6.87132E+12
84.52,0.34,0.85,0.92,0.9,28.69,PCA4spect-full,349,2,4,Bagging,70,6.87139E+12
72.78,0.45,0.61,0.6,0.5,24.61,PCA4spect-full,349,2,4,Stacking,5,6.8714E+12
83.09,0.35,0.83,0.9,0.88,28.21,PCA4spect-full,349,2,4,LogitBoost,43,6.87144E+12
72.78,0.45,0.61,0.6,0.5,24.61,PCA4spect-full,349,2,4,Vote,2,6.87144E+12
72.79,0.4,0.69,0.75,0.74,24.71,PCA4spect-full,349,2,4,DecisionTable,40,6.87148E+12
77.05,0.41,0.76,0.74,0.7,26.11,PCA4spect-full,349,2,4,JRip,90,6.87157E+12
71.62,0.53,0.7,0.66,0.6,24.23,PCA4spect-full,349,2,4,OneR,3,6.87158E+12
72.78,0.45,0.61,0.6,0.5,24.61,PCA4spect-full,349,2,4,ZeroR,0,6.87158E+12
75.36,0.39,0.74,0.79,0.79,25.59,PCA4spect-full,349,2,4,PART,16,6.8716E+12
88.25,0.28,0.88,0.94,0.94,29.97,PCA4spect-full,349,2,4,RandomCommittee,91,6.87169E+12
77.08,0.42,0.75,0.79,0.78,26.14,PCA4spect-full,349,2,4,J48,15,6.8717E+12
78.8,0.38,0.78,0.88,0.86,26.76,PCA4spect-full,349,2,4,LMT,702,6.8724E+12
88.26,0.29,0.88,0.95,0.94,29.97,PCA4spect-full,349,2,4,RandomForest,584,6.87298E+12
87.1,0.35,0.87,0.84,0.86,29.54,PCA4spect-full,349,2,4,RandomTree,9,6.87299E+12
76.5,0.41,0.76,0.8,0.78,25.96,PCA4spect-full,349,2,4,REPTree,7,6.873E+12
16.36,0.28,0.05,0.13,0.61,5.9,PCA4vowel,990,11,4,DecisionStump,12,6.87302E+12
57.68,0.28,0.57,0.42,0.77,19.72,PCA4vowel,990,11,4,LibSVM,1293,6.87427E+12
41.62,0.26,0.39,0.46,0.83,14.4,PCA4vowel,990,11,4,MultilayerPerceptron,22728,6.89702E+12
19.09,0.27,0.16,0.29,0.75,6.86,PCA4vowel,990,11,4,Logistic,2565,6.89959E+12
19.49,0.27,0.16,0.27,0.74,6.99,PCA4vowel,990,11,4,SimpleLogistic,5378,6.90497E+12
20.81,0.28,0.18,0.21,0.73,7.42,PCA4vowel,990,11,4,SMO,2215,6.90706E+12
86.87,0.15,0.87,0.78,0.93,29.55,PCA4vowel,990,11,4,IBk,58,6.90712E+12
82.32,0.16,0.82,0.89,0.98,28.05,PCA4vowel,990,11,4,KStar,9253,6.91639E+12
28.99,0.27,0.2,0.34,0.79,10.17,PCA4vowel,990,11,4,LWL,3359,6.91975E+12
37.07,0.26,0.35,0.4,0.82,12.88,PCA4vowel,990,11,4,BayesNet,40,6.9198E+12
28.99,0.27,0.27,0.35,0.79,10.17,PCA4vowel,990,11,4,NaiveBayes,20,6.91982E+12
28.99,0.27,0.27,0.35,0.79,10.17,PCA4vowel,990,11,4,NaiveBayesUpdateable,19,6.91985E+12
16.36,0.28,0.05,0.13,0.61,5.9,PCA4vowel,990,11,4,AdaBoostM1,29,6.91988E+12
68.48,0.21,0.67,0.76,0.95,23.41,PCA4vowel,990,11,4,Bagging,452,6.92034E+12
9.09,0.29,0.02,0.09,0.5,3.43,PCA4vowel,990,11,4,Stacking,12,6.92035E+12
43.84,0.25,0.42,0.49,0.86,15.15,PCA4vowel,990,11,4,LogitBoost,934,6.92128E+12
9.09,0.29,0.02,0.09,0.5,3.43,PCA4vowel,990,11,4,Vote,3,6.92129E+12
41.11,0.26,0.4,0.39,0.83,14.23,PCA4vowel,990,11,4,DecisionTable,218,6.92151E+12
42.63,0.26,0.42,0.39,0.79,14.72,PCA4vowel,990,11,4,JRip,2349,6.92386E+12
21.21,0.38,0.2,0.14,0.57,7.47,PCA4vowel,990,11,4,OneR,14,6.92388E+12
9.09,0.29,0.02,0.09,0.5,3.43,PCA4vowel,990,11,4,ZeroR,0,6.92388E+12
63.54,0.24,0.63,0.58,0.86,21.72,PCA4vowel,990,11,4,PART,814,6.9247E+12
75.15,0.18,0.75,0.79,0.94,25.64,PCA4vowel,990,11,4,RandomCommittee,604,6.9253E+12
67.47,0.23,0.67,0.61,0.87,23.04,PCA4vowel,990,11,4,J48,188,6.9255E+12
72.42,0.21,0.72,0.71,0.92,24.71,PCA4vowel,990,11,4,LMT,14851,6.94035E+12
79.8,0.17,0.79,0.86,0.98,27.2,PCA4vowel,990,11,4,RandomForest,4019,6.94437E+12
68.08,0.24,0.68,0.52,0.82,23.22,PCA4vowel,990,11,4,RandomTree,60,6.94443E+12
54.65,0.24,0.53,0.55,0.88,18.76,PCA4vowel,990,11,4,REPTree,50,6.94448E+12
70.44,0.37,0.62,0.61,0.8,23.96,PCA4SensorDiscrimination,2212,3,4,DecisionStump,26,6.94452E+12
97.24,0.13,0.97,0.96,0.98,33.03,PCA4SensorDiscrimination,2212,3,4,LibSVM,1037,6.94555E+12
97.2,0.13,0.97,0.99,0.99,33.02,PCA4SensorDiscrimination,2212,3,4,MultilayerPerceptron,14772,6.96034E+12
95.25,0.16,0.95,0.99,0.99,32.36,PCA4SensorDiscrimination,2212,3,4,Logistic,794,6.96114E+12
94.8,0.16,0.95,0.99,0.99,32.21,PCA4SensorDiscrimination,2212,3,4,SimpleLogistic,6459,6.96759E+12
93.31,0.3,0.93,0.91,0.96,31.66,PCA4SensorDiscrimination,2212,3,4,SMO,342,6.96793E+12
97.97,0.11,0.98,0.97,0.98,33.28,PCA4SensorDiscrimination,2212,3,4,IBk,256,6.96819E+12
97.88,0.11,0.98,1,1,33.26,PCA4SensorDiscrimination,2212,3,4,KStar,52783,7.02094E+12
79.34,0.29,0.76,0.96,0.97,27.01,PCA4SensorDiscrimination,2212,3,4,LWL,9427,7.03036E+12
94.35,0.18,0.94,0.98,0.99,32.05,PCA4SensorDiscrimination,2212,3,4,BayesNet,73,7.03043E+12
89.92,0.21,0.9,0.98,0.98,30.57,PCA4SensorDiscrimination,2212,3,4,NaiveBayes,26,7.03046E+12
89.92,0.21,0.9,0.98,0.98,30.57,PCA4SensorDiscrimination,2212,3,4,NaiveBayesUpdateable,26,7.03049E+12
81.65,0.34,0.81,0.8,0.9,27.73,PCA4SensorDiscrimination,2212,3,4,AdaBoostM1,340,7.03084E+12
97.42,0.12,0.97,0.99,1,33.1,PCA4SensorDiscrimination,2212,3,4,Bagging,446,7.03128E+12
42.81,0.46,0.26,0.36,0.5,14.62,PCA4SensorDiscrimination,2212,3,4,Stacking,25,7.03131E+12
95.8,0.16,0.96,0.98,0.99,32.54,PCA4SensorDiscrimination,2212,3,4,LogitBoost,595,7.0319E+12
42.81,0.46,0.26,0.36,0.5,14.62,PCA4SensorDiscrimination,2212,3,4,Vote,5,7.0319E+12
95.3,0.17,0.95,0.98,0.99,32.37,PCA4SensorDiscrimination,2212,3,4,DecisionTable,318,7.03222E+12
97.29,0.13,0.97,0.97,0.98,33.05,PCA4SensorDiscrimination,2212,3,4,JRip,931,7.03315E+12
73.24,0.42,0.72,0.63,0.79,24.87,PCA4SensorDiscrimination,2212,3,4,OneR,26,7.03318E+12
42.81,0.46,0.26,0.36,0.5,14.62,PCA4SensorDiscrimination,2212,3,4,ZeroR,3,7.03319E+12
97.11,0.13,0.97,0.97,0.99,32.99,PCA4SensorDiscrimination,2212,3,4,PART,227,7.03341E+12
97.65,0.11,0.98,0.99,0.99,33.18,PCA4SensorDiscrimination,2212,3,4,RandomCommittee,626,7.03404E+12
97.33,0.13,0.97,0.97,0.98,33.06,PCA4SensorDiscrimination,2212,3,4,J48,135,7.03418E+12
97.29,0.12,0.97,0.99,0.99,33.05,PCA4SensorDiscrimination,2212,3,4,LMT,24511,7.05864E+12
97.88,0.11,0.98,1,1,33.26,PCA4SensorDiscrimination,2212,3,4,RandomForest,4073,7.0627E+12
96.93,0.14,0.97,0.95,0.98,32.92,PCA4SensorDiscrimination,2212,3,4,RandomTree,64,7.06277E+12
96.75,0.14,0.97,0.97,0.99,32.86,PCA4SensorDiscrimination,2212,3,4,REPTree,47,7.06282E+12
65.8,0.39,0.57,0.56,0.72,22.38,PCA4splice,3190,3,4,DecisionStump,37,7.06286E+12
92.66,0.22,0.93,0.88,0.94,31.46,PCA4splice,3190,3,4,LibSVM,3673,7.06653E+12
92.45,0.2,0.92,0.97,0.99,31.41,PCA4splice,3190,3,4,MultilayerPerceptron,21195,7.08774E+12
