Accuracy,RMSE,Fscore,PRC,AUC,SAR,Dataset,nInstances,nClasses,nAttributes,Algorithm,runTime,CPUtime
90.67,0.3,0.91,0.89,0.72,30.7,FICA4sick-euthroid,3163,2,4,RandomTree,128,3.76E+12
91.81,0.25,0.91,0.92,0.82,31.13,FICA4sick-euthroid,3163,2,4,REPTree,88,3.76E+12
15.96,0.28,0.06,0.14,0.64,5.77,FICA4vowel,990,11,4,DecisionStump,15,3.76E+12
19.29,0.38,0.17,0.15,0.56,6.82,FICA4vowel,990,11,4,LibSVM,2096,3.76E+12
44.14,0.25,0.41,0.49,0.84,15.24,FICA4vowel,990,11,4,MultilayerPerceptron,22218,3.79E+12
19.09,0.27,0.16,0.29,0.75,6.86,FICA4vowel,990,11,4,Logistic,2592,3.79E+12
18.69,0.27,0.15,0.29,0.75,6.72,FICA4vowel,990,11,4,SimpleLogistic,5205,3.79E+12
20.71,0.28,0.17,0.21,0.72,7.38,FICA4vowel,990,11,4,SMO,2347,3.80E+12
87.78,0.15,0.87,0.79,0.93,29.85,FICA4vowel,990,11,4,IBk,56,3.80E+12
84.65,0.15,0.84,0.92,0.99,28.83,FICA4vowel,990,11,4,KStar,9040,3.81E+12
24.14,0.28,0.14,0.33,0.79,8.55,FICA4vowel,990,11,4,LWL,3537,3.81E+12
34.44,0.27,0.3,0.35,0.81,12,FICA4vowel,990,11,4,BayesNet,39,3.81E+12
27.07,0.27,0.24,0.34,0.8,9.53,FICA4vowel,990,11,4,NaiveBayes,23,3.81E+12
27.07,0.27,0.24,0.34,0.8,9.53,FICA4vowel,990,11,4,NaiveBayesUpdateable,20,3.81E+12
15.96,0.28,0.06,0.14,0.64,5.77,FICA4vowel,990,11,4,AdaBoostM1,23,3.81E+12
65.76,0.21,0.65,0.75,0.95,22.5,FICA4vowel,990,11,4,Bagging,452,3.81E+12
9.09,0.29,0.02,0.09,0.5,3.43,FICA4vowel,990,11,4,Stacking,14,3.81E+12
44.04,0.25,0.43,0.49,0.87,15.22,FICA4vowel,990,11,4,LogitBoost,943,3.81E+12
9.09,0.29,0.02,0.09,0.5,3.43,FICA4vowel,990,11,4,Vote,3,3.81E+12
35.56,0.27,0.33,0.36,0.82,12.37,FICA4vowel,990,11,4,DecisionTable,209,3.81E+12
43.74,0.26,0.43,0.4,0.8,15.09,FICA4vowel,990,11,4,JRip,2252,3.81E+12
24.85,0.37,0.23,0.16,0.59,8.69,FICA4vowel,990,11,4,OneR,14,3.81E+12
9.09,0.29,0.02,0.09,0.5,3.43,FICA4vowel,990,11,4,ZeroR,0,3.81E+12
63.13,0.24,0.62,0.56,0.85,21.58,FICA4vowel,990,11,4,PART,857,3.81E+12
73.43,0.18,0.73,0.8,0.95,25.07,FICA4vowel,990,11,4,RandomCommittee,637,3.81E+12
66.97,0.23,0.67,0.59,0.86,22.87,FICA4vowel,990,11,4,J48,180,3.81E+12
71.31,0.21,0.71,0.72,0.93,24.34,FICA4vowel,990,11,4,LMT,17156,3.83E+12
78.48,0.18,0.78,0.85,0.97,26.76,FICA4vowel,990,11,4,RandomForest,4133,3.84E+12
67.27,0.24,0.67,0.51,0.82,22.95,FICA4vowel,990,11,4,RandomTree,63,3.84E+12
52.22,0.24,0.51,0.53,0.87,17.95,FICA4vowel,990,11,4,REPTree,48,3.84E+12
78.18,0.4,0.78,0.74,0.79,26.52,FICA4mushroom,8124,2,4,DecisionStump,144,3.84E+12
52.12,0.69,0.36,0.5,0.5,17.64,FICA4mushroom,8124,2,4,LibSVM,98599,3.94E+12
94.58,0.2,0.95,0.99,0.99,32.12,FICA4mushroom,8124,2,4,MultilayerPerceptron,45150,3.99E+12
89,0.29,0.89,0.91,0.92,30.35,FICA4mushroom,8124,2,4,Logistic,1373,3.98E+12
89.43,0.29,0.89,0.91,0.92,30.35,FICA4mushroom,8124,2,4,SimpleLogistic,11297,3.99E+12
89.21,0.33,0.89,0.85,0.89,30.26,FICA4mushroom,8124,2,4,SMO,4899,4.00E+12
99.68,0.05,1,1,1,33.88,FICA4mushroom,8124,2,4,IBk,3019,4.00E+12
99.02,0.09,0.99,1,1,33.64,FICA4mushroom,8124,2,4,KStar,628009,4.62E+12
93.18,0.26,0.93,0.98,0.98,31.63,FICA4mushroom,8124,2,4,LWL,116373,4.74E+12
91.78,0.24,0.92,0.98,0.98,31.17,FICA4mushroom,8124,2,4,BayesNet,374,4.74E+12
82.74,0.33,0.83,0.92,0.93,28.11,FICA4mushroom,8124,2,4,NaiveBayes,96,4.74E+12
82.74,0.33,0.83,0.92,0.93,28.11,FICA4mushroom,8124,2,4,NaiveBayesUpdateable,95,4.74E+12
93.27,0.23,0.93,0.98,0.98,31.67,FICA4mushroom,8124,2,4,AdaBoostM1,1570,4.74E+12
98.73,0.1,0.99,1,1,33.54,FICA4mushroom,8124,2,4,Bagging,2311,4.74E+12
51.8,0.5,0.35,0.5,0.5,17.6,FICA4mushroom,8124,2,4,Stacking,122,4.74E+12
93.88,0.22,0.94,0.98,0.98,31.88,FICA4mushroom,8124,2,4,LogitBoost,1006,4.74E+12
51.8,0.5,0.35,0.5,0.5,17.6,FICA4mushroom,8124,2,4,Vote,13,4.74E+12
96.58,0.17,0.97,0.99,0.99,32.8,FICA4mushroom,8124,2,4,DecisionTable,1446,4.74E+12
98.09,0.13,0.98,0.98,0.99,33.31,FICA4mushroom,8124,2,4,JRip,9770,4.75E+12
84.97,0.39,0.85,0.8,0.85,28.81,FICA4mushroom,8124,2,4,OneR,89,4.75E+12
51.8,0.5,0.35,0.5,0.5,17.6,FICA4mushroom,8124,2,4,ZeroR,10,4.75E+12
98.29,0.11,0.98,0.99,1,33.39,FICA4mushroom,8124,2,4,PART,1041,4.76E+12
99.27,0.07,0.99,1,1,33.73,FICA4mushroom,8124,2,4,RandomCommittee,2716,4.76E+12
98.68,0.11,0.99,0.99,0.99,33.52,FICA4mushroom,8124,2,4,J48,730,4.76E+12
99.04,0.09,0.99,1,1,33.65,FICA4mushroom,8124,2,4,LMT,36993,4.80E+12
99.38,0.07,0.99,1,1,33.77,FICA4mushroom,8124,2,4,RandomForest,17655,4.81E+12
99,0.1,0.99,0.99,0.99,33.63,FICA4mushroom,8124,2,4,RandomTree,270,4.81E+12
98.33,0.12,0.98,0.99,1,33.4,FICA4mushroom,8124,2,4,REPTree,258,4.81E+12
78.14,0.41,0.78,0.72,0.77,26.5,FICA4spambase,4601,2,4,DecisionStump,50,4.81E+12
60.68,0.63,0.46,0.52,0.5,20.52,FICA4spambase,4601,2,4,LibSVM,20910,4.83E+12
88.72,0.3,0.89,0.94,0.94,30.12,FICA4spambase,4601,2,4,MultilayerPerceptron,25270,4.86E+12
87.7,0.31,0.88,0.93,0.94,29.78,FICA4spambase,4601,2,4,Logistic,693,4.86E+12
87.68,0.31,0.88,0.93,0.94,29.77,FICA4spambase,4601,2,4,SimpleLogistic,6162,4.87E+12
85.18,0.38,0.85,0.79,0.82,28.87,FICA4spambase,4601,2,4,SMO,261,4.87E+12
89.2,0.33,0.89,0.86,0.9,30.26,FICA4spambase,4601,2,4,IBk,1115,4.87E+12
90.83,0.26,0.91,0.97,0.96,30.84,FICA4spambase,4601,2,4,KStar,194955,5.06E+12
78.46,0.41,0.78,0.89,0.89,26.65,FICA4spambase,4601,2,4,LWL,37669,5.10E+12
86.94,0.32,0.87,0.93,0.93,29.52,FICA4spambase,4601,2,4,BayesNet,177,5.10E+12
67.36,0.43,0.67,0.9,0.9,22.94,FICA4spambase,4601,2,4,NaiveBayes,64,5.10E+12
67.36,0.43,0.67,0.9,0.9,22.94,FICA4spambase,4601,2,4,NaiveBayesUpdateable,61,5.10E+12
80.48,0.34,0.8,0.89,0.9,27.35,FICA4spambase,4601,2,4,AdaBoostM1,882,5.10E+12
90.11,0.27,0.9,0.96,0.96,30.6,FICA4spambase,4601,2,4,Bagging,1558,5.10E+12
60.6,0.49,0.46,0.52,0.5,20.54,FICA4spambase,4601,2,4,Stacking,62,5.10E+12
85.76,0.32,0.86,0.92,0.93,29.12,FICA4spambase,4601,2,4,LogitBoost,540,5.10E+12
60.6,0.49,0.46,0.52,0.5,20.54,FICA4spambase,4601,2,4,Vote,7,5.10E+12
86.63,0.31,0.86,0.93,0.93,29.42,FICA4spambase,4601,2,4,DecisionTable,737,5.10E+12
88.39,0.32,0.88,0.87,0.89,29.99,FICA4spambase,4601,2,4,JRip,4958,5.11E+12
77.03,0.48,0.77,0.71,0.75,26.1,FICA4spambase,4601,2,4,OneR,52,5.11E+12
60.6,0.49,0.46,0.52,0.5,20.54,FICA4spambase,4601,2,4,ZeroR,5,5.11E+12
88.02,0.3,0.88,0.92,0.94,29.89,FICA4spambase,4601,2,4,PART,727,5.11E+12
89.74,0.28,0.9,0.93,0.95,30.47,FICA4spambase,4601,2,4,RandomCommittee,2224,5.11E+12
89.05,0.3,0.89,0.91,0.93,30.22,FICA4spambase,4601,2,4,J48,423,5.11E+12
89.26,0.29,0.89,0.94,0.95,30.31,FICA4spambase,4601,2,4,LMT,22468,5.13E+12
91.55,0.26,0.92,0.96,0.97,31.09,FICA4spambase,4601,2,4,RandomForest,14045,5.15E+12
87.76,0.35,0.88,0.83,0.87,29.76,FICA4spambase,4601,2,4,RandomTree,221,5.15E+12
88.7,0.3,0.89,0.91,0.92,30.11,FICA4spambase,4601,2,4,REPTree,168,5.15E+12
28.57,0.33,0.13,0.26,0.75,10,FICA4segment,2310,7,4,DecisionStump,31,5.15E+12
55.37,0.36,0.51,0.46,0.74,18.92,FICA4segment,2310,7,4,LibSVM,10072,5.16E+12
81.21,0.2,0.81,0.82,0.96,27.66,FICA4segment,2310,7,4,MultilayerPerceptron,32272,5.19E+12
78.83,0.21,0.79,0.81,0.96,26.86,FICA4segment,2310,7,4,Logistic,4565,5.19E+12
78.79,0.21,0.79,0.81,0.96,26.85,FICA4segment,2310,7,4,SimpleLogistic,12251,5.21E+12
78.4,0.31,0.78,0.72,0.94,26.68,FICA4segment,2310,7,4,SMO,1153,5.21E+12
90.74,0.16,0.91,0.85,0.95,30.84,FICA4segment,2310,7,4,IBk,281,5.21E+12
88.66,0.16,0.88,0.94,0.99,30.16,FICA4segment,2310,7,4,KStar,50830,5.26E+12
58.96,0.27,0.48,0.74,0.94,20.21,FICA4segment,2310,7,4,LWL,13585,5.27E+12
81.99,0.2,0.82,0.85,0.97,27.92,FICA4segment,2310,7,4,BayesNet,81,5.27E+12
76.58,0.21,0.76,0.81,0.96,26.11,FICA4segment,2310,7,4,NaiveBayes,39,5.27E+12
76.58,0.21,0.76,0.81,0.96,26.11,FICA4segment,2310,7,4,NaiveBayesUpdateable,40,5.27E+12
28.57,0.33,0.13,0.26,0.75,10,FICA4segment,2310,7,4,AdaBoostM1,46,5.27E+12
87.27,0.16,0.87,0.93,0.98,29.7,FICA4segment,2310,7,4,Bagging,703,5.27E+12
14.29,0.35,0.04,0.14,0.5,5.15,FICA4segment,2310,7,4,Stacking,30,5.27E+12
85.11,0.18,0.85,0.88,0.97,28.97,FICA4segment,2310,7,4,LogitBoost,1486,5.27E+12
14.29,0.35,0.04,0.14,0.5,5.15,FICA4segment,2310,7,4,Vote,4,5.27E+12
79.31,0.22,0.79,0.82,0.96,27.02,FICA4segment,2310,7,4,DecisionTable,455,5.27E+12
83.77,0.19,0.84,0.8,0.95,28.51,FICA4segment,2310,7,4,JRip,2479,5.28E+12
63.64,0.32,0.63,0.48,0.79,21.7,FICA4segment,2310,7,4,OneR,29,5.28E+12
14.29,0.35,0.04,0.14,0.5,5.15,FICA4segment,2310,7,4,ZeroR,0,5.28E+12
85.8,0.18,0.86,0.85,0.96,29.19,FICA4segment,2310,7,4,PART,723,5.28E+12
89.09,0.15,0.89,0.92,0.97,30.3,FICA4segment,2310,7,4,RandomCommittee,993,5.28E+12
87.23,0.18,0.87,0.85,0.95,29.67,FICA4segment,2310,7,4,J48,290,5.28E+12
86.93,0.17,0.87,0.89,0.97,29.58,FICA4segment,2310,7,4,LMT,62161,5.34E+12
90.69,0.14,0.91,0.95,0.99,30.85,FICA4segment,2310,7,4,RandomForest,6589,5.35E+12
86.54,0.2,0.86,0.78,0.92,29.42,FICA4segment,2310,7,4,RandomTree,110,5.35E+12
84.59,0.19,0.84,0.84,0.96,28.79,FICA4segment,2310,7,4,REPTree,113,5.35E+12
93.88,0.22,0.91,0.93,0.78,31.81,FICA4sick,3772,2,4,DecisionStump,43,5.36E+12
93.88,0.25,0.91,0.89,0.5,31.71,FICA4sick,3772,2,4,LibSVM,2508,5.36E+12
94.94,0.2,0.94,0.97,0.91,32.22,FICA4sick,3772,2,4,MultilayerPerceptron,21136,5.38E+12
94.59,0.2,0.93,0.96,0.91,32.1,FICA4sick,3772,2,4,Logistic,571,5.38E+12
94.54,0.2,0.93,0.96,0.91,32.08,FICA4sick,3772,2,4,SimpleLogistic,4678,5.38E+12
93.88,0.25,0.91,0.89,0.5,31.71,FICA4sick,3772,2,4,SMO,194,5.38E+12
93.77,0.25,0.94,0.92,0.72,31.75,FICA4sick,3772,2,4,IBk,764,5.39E+12
94.25,0.2,0.93,0.97,0.94,31.99,FICA4sick,3772,2,4,KStar,137982,5.52E+12
93.88,0.21,0.91,0.96,0.9,31.85,FICA4sick,3772,2,4,LWL,25340,5.55E+12
92.21,0.24,0.93,0.95,0.87,31.28,FICA4sick,3772,2,4,BayesNet,96,5.55E+12
89.95,0.26,0.91,0.96,0.87,30.52,FICA4sick,3772,2,4,NaiveBayes,43,5.55E+12
89.95,0.26,0.91,0.96,0.87,30.52,FICA4sick,3772,2,4,NaiveBayesUpdateable,41,5.55E+12
93.8,0.21,0.92,0.95,0.9,31.83,FICA4sick,3772,2,4,AdaBoostM1,736,5.55E+12
94.64,0.2,0.94,0.96,0.92,32.12,FICA4sick,3772,2,4,Bagging,947,5.55E+12
93.88,0.24,0.91,0.89,0.5,31.71,FICA4sick,3772,2,4,Stacking,74,5.55E+12
94.43,0.2,0.94,0.96,0.9,32.04,FICA4sick,3772,2,4,LogitBoost,443,5.54E+12
93.88,0.24,0.91,0.89,0.5,31.71,FICA4sick,3772,2,4,Vote,6,5.54E+12
94.27,0.21,0.93,0.95,0.88,31.98,FICA4sick,3772,2,4,DecisionTable,424,5.54E+12
94.54,0.22,0.94,0.92,0.68,32,FICA4sick,3772,2,4,JRip,1057,5.54E+12
94.27,0.24,0.93,0.91,0.63,31.89,FICA4sick,3772,2,4,OneR,42,5.54E+12
93.88,0.24,0.91,0.89,0.5,31.71,FICA4sick,3772,2,4,ZeroR,4,5.54E+12
94.43,0.21,0.94,0.94,0.84,32.02,FICA4sick,3772,2,4,PART,271,5.54E+12
94.35,0.22,0.94,0.94,0.83,31.99,FICA4sick,3772,2,4,RandomCommittee,1475,5.54E+12
94.59,0.21,0.94,0.94,0.78,32.05,FICA4sick,3772,2,4,J48,195,5.54E+12
94.86,0.2,0.94,0.96,0.9,32.19,FICA4sick,3772,2,4,LMT,11014,5.56E+12
94.94,0.2,0.94,0.97,0.92,32.22,FICA4sick,3772,2,4,RandomForest,8918,5.56E+12
93,0.26,0.93,0.92,0.69,31.47,FICA4sick,3772,2,4,RandomTree,150,5.56E+12
94.46,0.21,0.94,0.94,0.79,32.01,FICA4sick,3772,2,4,REPTree,109,5.56E+12
33.33,0.34,0.18,0.33,0.76,11.59,FICA4synthetic-control,600,6,4,DecisionStump,7,5.56E+12
82.67,0.24,0.83,0.74,0.9,28.11,FICA4synthetic-control,600,6,4,LibSVM,739,5.57E+12
94.67,0.11,0.95,0.99,1,32.18,FICA4synthetic-control,600,6,4,MultilayerPerceptron,7554,5.57E+12
94.5,0.12,0.94,0.99,1,32.13,FICA4synthetic-control,600,6,4,Logistic,1255,5.57E+12
94.17,0.12,0.94,0.99,1,32.01,FICA4synthetic-control,600,6,4,SimpleLogistic,1925,5.58E+12
92.67,0.31,0.93,0.9,0.98,31.44,FICA4synthetic-control,600,6,4,SMO,687,5.58E+12
93.5,0.14,0.93,0.89,0.96,31.77,FICA4synthetic-control,600,6,4,IBk,23,5.58E+12
91.33,0.14,0.91,0.99,1,31.06,FICA4synthetic-control,600,6,4,KStar,3133,5.58E+12
83.67,0.28,0.82,0.94,0.98,28.46,FICA4synthetic-control,600,6,4,LWL,866,5.58E+12
91.17,0.14,0.91,0.97,0.99,31.01,FICA4synthetic-control,600,6,4,BayesNet,20,5.58E+12
93.33,0.12,0.93,0.99,1,31.74,FICA4synthetic-control,600,6,4,NaiveBayes,11,5.58E+12
93.33,0.12,0.93,0.99,1,31.74,FICA4synthetic-control,600,6,4,NaiveBayesUpdateable,10,5.58E+12
33.33,0.34,0.18,0.33,0.76,11.59,FICA4synthetic-control,600,6,4,AdaBoostM1,13,5.58E+12
93.33,0.13,0.93,0.98,0.99,31.73,FICA4synthetic-control,600,6,4,Bagging,120,5.58E+12
16.67,0.37,0.05,0.17,0.5,5.93,FICA4synthetic-control,600,6,4,Stacking,10,5.58E+12
93.83,0.12,0.94,0.98,0.99,31.9,FICA4synthetic-control,600,6,4,LogitBoost,401,5.58E+12
16.67,0.37,0.05,0.17,0.5,5.93,FICA4synthetic-control,600,6,4,Vote,2,5.58E+12
86.33,0.2,0.86,0.88,0.97,29.37,FICA4synthetic-control,600,6,4,DecisionTable,91,5.58E+12
91.33,0.16,0.91,0.9,0.98,31.05,FICA4synthetic-control,600,6,4,JRip,234,5.58E+12
56.33,0.38,0.55,0.42,0.74,19.23,FICA4synthetic-control,600,6,4,OneR,7,5.58E+12
16.67,0.37,0.05,0.17,0.5,5.93,FICA4synthetic-control,600,6,4,ZeroR,1,5.58E+12
91.67,0.15,0.92,0.91,0.97,31.16,FICA4synthetic-control,600,6,4,PART,61,5.58E+12
93,0.13,0.93,0.96,0.99,31.62,FICA4synthetic-control,600,6,4,RandomCommittee,160,5.58E+12
91.5,0.15,0.91,0.93,0.98,31.11,FICA4synthetic-control,600,6,4,J48,31,5.58E+12
94.17,0.12,0.94,0.99,1,32.01,FICA4synthetic-control,600,6,4,LMT,4781,5.59E+12
94.33,0.12,0.94,0.99,1,32.07,FICA4synthetic-control,600,6,4,RandomForest,1055,5.59E+12
92.17,0.16,0.92,0.87,0.95,31.32,FICA4synthetic-control,600,6,4,RandomTree,16,5.59E+12
90.5,0.16,0.9,0.89,0.97,30.77,FICA4synthetic-control,600,6,4,REPTree,13,5.59E+12
65.34,0.48,0.52,0.56,0.53,22.13,FICA4tic-tac-toe,958,2,4,DecisionStump,10,5.59E+12
65.34,0.59,0.52,0.55,0.5,22.09,FICA4tic-tac-toe,958,2,4,LibSVM,982,5.59E+12
75.37,0.4,0.74,0.81,0.8,25.59,FICA4tic-tac-toe,958,2,4,MultilayerPerceptron,5326,5.59E+12
62.52,0.46,0.55,0.66,0.66,21.24,FICA4tic-tac-toe,958,2,4,Logistic,103,5.59E+12
65.24,0.49,0.52,0.58,0.52,22.09,FICA4tic-tac-toe,958,2,4,SimpleLogistic,1047,5.59E+12
65.34,0.59,0.52,0.55,0.5,22.09,FICA4tic-tac-toe,958,2,4,SMO,98,5.59E+12
89.25,0.33,0.89,0.85,0.85,30.26,FICA4tic-tac-toe,958,2,4,IBk,59,5.59E+12
89.67,0.28,0.89,0.96,0.96,30.45,FICA4tic-tac-toe,958,2,4,KStar,8479,5.60E+12
64.31,0.46,0.57,0.71,0.71,21.85,FICA4tic-tac-toe,958,2,4,LWL,1475,5.60E+12
72.54,0.43,0.71,0.76,0.75,24.62,FICA4tic-tac-toe,958,2,4,BayesNet,25,5.60E+12
62.31,0.46,0.55,0.66,0.65,21.17,FICA4tic-tac-toe,958,2,4,NaiveBayes,5,5.60E+12
62.31,0.46,0.55,0.66,0.65,21.17,FICA4tic-tac-toe,958,2,4,NaiveBayesUpdateable,10,5.60E+12
70.56,0.45,0.68,0.69,0.7,23.94,FICA4tic-tac-toe,958,2,4,AdaBoostM1,177,5.60E+12
84.45,0.34,0.84,0.93,0.93,28.68,FICA4tic-tac-toe,958,2,4,Bagging,259,5.61E+12
65.34,0.48,0.52,0.55,0.5,22.12,FICA4tic-tac-toe,958,2,4,Stacking,12,5.61E+12
70.46,0.45,0.66,0.72,0.7,23.91,FICA4tic-tac-toe,958,2,4,LogitBoost,123,5.61E+12
65.34,0.48,0.52,0.55,0.5,22.12,FICA4tic-tac-toe,958,2,4,Vote,2,5.61E+12
71.2,0.44,0.7,0.73,0.72,24.16,FICA4tic-tac-toe,958,2,4,DecisionTable,126,5.61E+12
75.15,0.43,0.74,0.71,0.72,25.48,FICA4tic-tac-toe,958,2,4,JRip,557,5.61E+12
66.49,0.58,0.65,0.6,0.6,22.5,FICA4tic-tac-toe,958,2,4,OneR,10,5.61E+12
65.34,0.48,0.52,0.55,0.5,22.12,FICA4tic-tac-toe,958,2,4,ZeroR,2,5.61E+12
70.45,0.44,0.7,0.72,0.73,23.92,FICA4tic-tac-toe,958,2,4,PART,79,5.61E+12
87.16,0.31,0.87,0.92,0.93,29.6,FICA4tic-tac-toe,958,2,4,RandomCommittee,371,5.61E+12
74.12,0.44,0.74,0.72,0.74,25.14,FICA4tic-tac-toe,958,2,4,J48,54,5.61E+12
75.05,0.43,0.75,0.77,0.77,25.46,FICA4tic-tac-toe,958,2,4,LMT,18319,5.62E+12
89.67,0.28,0.89,0.97,0.97,30.45,FICA4tic-tac-toe,958,2,4,RandomForest,2366,5.63E+12
82.46,0.42,0.83,0.78,0.81,27.95,FICA4tic-tac-toe,958,2,4,RandomTree,38,5.63E+12
77.87,0.41,0.78,0.81,0.81,26.43,FICA4tic-tac-toe,958,2,4,REPTree,28,5.63E+12
70,0.39,0.59,0.58,0.47,23.69,FICA4post-operation,90,3,4,DecisionStump,1,5.64E+12
71.11,0.44,0.59,0.59,0.5,24.06,FICA4post-operation,90,3,4,LibSVM,30,5.64E+12
64.44,0.41,0.56,0.69,0.53,21.86,FICA4post-operation,90,3,4,MultilayerPerceptron,602,5.64E+12
68.89,0.38,0.61,0.74,0.6,23.37,FICA4post-operation,90,3,4,Logistic,17,5.64E+12
70,0.47,0.59,0.59,0.47,23.67,FICA4post-operation,90,3,4,SimpleLogistic,146,5.64E+12
71.11,0.38,0.59,0.59,0.5,24.08,FICA4post-operation,90,3,4,SMO,104,5.64E+12
65.56,0.47,0.6,0.64,0.51,22.2,FICA4post-operation,90,3,4,IBk,1,5.64E+12
58.89,0.44,0.55,0.74,0.61,20.02,FICA4post-operation,90,3,4,KStar,52,5.64E+12
70,0.4,0.59,0.66,0.48,23.69,FICA4post-operation,90,3,4,LWL,14,5.64E+12
71.11,0.38,0.59,0.59,0.5,24.08,FICA4post-operation,90,3,4,BayesNet,3,5.64E+12
70,0.39,0.61,0.7,0.54,23.71,FICA4post-operation,90,3,4,NaiveBayes,2,5.64E+12
70,0.39,0.61,0.7,0.54,23.71,FICA4post-operation,90,3,4,NaiveBayesUpdateable,1,5.64E+12
65.56,0.4,0.56,0.62,0.49,22.21,FICA4post-operation,90,3,4,AdaBoostM1,17,5.64E+12
62.22,0.4,0.54,0.62,0.44,21.09,FICA4post-operation,90,3,4,Bagging,22,5.64E+12
71.11,0.38,0.59,0.59,0.5,24.08,FICA4post-operation,90,3,4,Stacking,3,5.64E+12
58.89,0.43,0.55,0.65,0.45,19.97,FICA4post-operation,90,3,4,LogitBoost,115,5.64E+12
71.11,0.38,0.59,0.59,0.5,24.08,FICA4post-operation,90,3,4,Vote,0,5.64E+12
71.11,0.38,0.59,0.59,0.5,24.08,FICA4post-operation,90,3,4,DecisionTable,15,5.64E+12
70,0.38,0.59,0.58,0.49,23.7,FICA4post-operation,90,3,4,JRip,14,5.64E+12
64.44,0.48,0.55,0.59,0.49,21.82,FICA4post-operation,90,3,4,OneR,1,5.64E+12
71.11,0.38,0.59,0.59,0.5,24.08,FICA4post-operation,90,3,4,ZeroR,0,5.64E+12
71.11,0.38,0.59,0.59,0.5,24.08,FICA4post-operation,90,3,4,PART,1,5.64E+12
55.56,0.49,0.51,0.63,0.47,18.85,FICA4post-operation,90,3,4,RandomCommittee,37,5.64E+12
71.11,0.38,0.59,0.59,0.5,24.08,FICA4post-operation,90,3,4,J48,1,5.64E+12
70,0.47,0.59,0.59,0.47,23.67,FICA4post-operation,90,3,4,LMT,1186,5.63E+12
64.44,0.41,0.58,0.7,0.56,21.86,FICA4post-operation,90,3,4,RandomForest,207,5.63E+12
61.11,0.5,0.57,0.63,0.53,20.71,FICA4post-operation,90,3,4,RandomTree,3,5.63E+12
71.11,0.38,0.59,0.59,0.5,24.08,FICA4post-operation,90,3,4,REPTree,2,5.63E+12
46,0.4,0.39,0.39,0.6,15.73,FICA4SWD,1000,4,4,DecisionStump,8,5.63E+12
39.9,0.55,0.23,0.33,0.5,13.62,FICA4SWD,1000,4,4,LibSVM,1419,5.63E+12
58.5,0.37,0.56,0.59,0.75,19.96,FICA4SWD,1000,4,4,MultilayerPerceptron,9002,5.64E+12
56.7,0.37,0.55,0.6,0.76,19.36,FICA4SWD,1000,4,4,Logistic,428,5.64E+12
57.2,0.37,0.56,0.6,0.76,19.53,FICA4SWD,1000,4,4,SimpleLogistic,2165,5.64E+12
58,0.38,0.56,0.51,0.72,19.78,FICA4SWD,1000,4,4,SMO,380,5.64E+12
55.9,0.38,0.56,0.58,0.73,19.08,FICA4SWD,1000,4,4,IBk,56,5.64E+12
57.5,0.38,0.57,0.59,0.74,19.62,FICA4SWD,1000,4,4,KStar,5509,5.65E+12
45.6,0.39,0.4,0.53,0.69,15.63,FICA4SWD,1000,4,4,LWL,984,5.65E+12
52,0.38,0.5,0.53,0.7,17.77,FICA4SWD,1000,4,4,BayesNet,20,5.65E+12
56,0.37,0.55,0.6,0.75,19.13,FICA4SWD,1000,4,4,NaiveBayes,10,5.65E+12
56,0.37,0.55,0.6,0.75,19.13,FICA4SWD,1000,4,4,NaiveBayesUpdateable,11,5.65E+12
46,0.4,0.39,0.39,0.6,15.73,FICA4SWD,1000,4,4,AdaBoostM1,15,5.65E+12
57,0.37,0.56,0.6,0.75,19.46,FICA4SWD,1000,4,4,Bagging,294,5.65E+12
39.9,0.41,0.23,0.33,0.5,13.66,FICA4SWD,1000,4,4,Stacking,14,5.65E+12
57.1,0.37,0.56,0.6,0.75,19.49,FICA4SWD,1000,4,4,LogitBoost,357,5.65E+12
39.9,0.41,0.23,0.33,0.5,13.66,FICA4SWD,1000,4,4,Vote,2,5.65E+12
52.3,0.38,0.51,0.53,0.71,17.87,FICA4SWD,1000,4,4,DecisionTable,129,5.65E+12
55.5,0.38,0.54,0.49,0.7,18.94,FICA4SWD,1000,4,4,JRip,419,5.65E+12
53.5,0.48,0.53,0.44,0.64,18.22,FICA4SWD,1000,4,4,OneR,8,5.65E+12
39.9,0.41,0.23,0.33,0.5,13.66,FICA4SWD,1000,4,4,ZeroR,0,5.65E+12
54.7,0.38,0.54,0.54,0.72,18.68,FICA4SWD,1000,4,4,PART,127,5.65E+12
55.9,0.38,0.56,0.57,0.73,19.08,FICA4SWD,1000,4,4,RandomCommittee,313,5.65E+12
53.8,0.38,0.53,0.53,0.71,18.38,FICA4SWD,1000,4,4,J48,58,5.65E+12
57.2,0.37,0.56,0.6,0.76,19.53,FICA4SWD,1000,4,4,LMT,5371,5.66E+12
56.2,0.38,0.56,0.58,0.73,19.18,FICA4SWD,1000,4,4,RandomForest,2438,5.66E+12
55.9,0.38,0.56,0.57,0.73,19.08,FICA4SWD,1000,4,4,RandomTree,30,5.66E+12
54.7,0.38,0.54,0.54,0.71,18.68,FICA4SWD,1000,4,4,REPTree,36,5.66E+12
68.99,0.39,0.61,0.59,0.77,23.46,FICA4SensorDiscrimination,2212,3,4,DecisionStump,24,5.66E+12
42.81,0.62,0.26,0.36,0.5,14.56,FICA4SensorDiscrimination,2212,3,4,LibSVM,6155,5.66E+12
