"instan","classes","FSize","LCoef01","LCoef02","LCoef03","LCoef12","LCoef13","LCoef23","skew0","skew1","skew2","skew3","kurtosis0","kurtosis1","kurtosis2","kurtosis3","nCEntropy","entroC","toCorr","AdaBoostM1","Bagging","BayesNet","DecisionStump","DecisionTable","IBk","J48","JRip","KStar","LibSVM","LMT","Logistic","LogitBoost","LWL","MultilayerPerceptron","NaiveBayes","NaiveBayesUpdateable","OneR","PART","RandomCommittee","RandomForest","RandomTree","REPTree","SimpleLogistic","SMO","Stacking","Vote","ZeroR","CPUtime"
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3575.45288
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3575.50928
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3584.63501
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3584.65991
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3586.03418
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3603.06006
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3603.11499
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3603.13599
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3616.0481
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3618.86353
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3619.57422
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3857.07886
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3876.13623
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3876.43359
1950,50,74.568,-0.135345701,0.55531717,-0.00051156,-0.056438695,0.030368307,0.425513435,-1.692007038,0.688309668,-2.63560127,-0.061945171,-0.139803876,-0.664785583,1.700388122,0.003247919,3.302945943,3.069096526,11.3671796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3876.70215
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977.28705
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978.87537
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,994.62091
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995.67834
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,999.23212
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,999.73309
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999.90796
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005.37628
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007.77374
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007.8175
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1007.83881
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1007.87024
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007.98431
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008.22198
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1008.24774
