"instan","classes","FSize","LCoef01","LCoef02","LCoef03","LCoef12","LCoef13","LCoef23","skew0","skew1","skew2","skew3","kurtosis0","kurtosis1","kurtosis2","kurtosis3","nCEntropy","entroC","toCorr","AdaBoostM1","Bagging","BayesNet","DecisionStump","DecisionTable","IBk","J48","JRip","KStar","LibSVM","LMT","Logistic","LogitBoost","LWL","MultilayerPerceptron","NaiveBayes","NaiveBayesUpdateable","OneR","PART","RandomCommittee","RandomForest","RandomTree","REPTree","SimpleLogistic","SMO","Stacking","Vote","ZeroR","CPUtime"
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008.7514
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1008.75763
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.05603
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.28369
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1009.297
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1009.30109
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1009.36279
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1009.58466
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.62506
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.07562
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1018.74225
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1018.76599
1728,4,63.896,2.347444176,-1.659384713,2.437969218,-2.520911612,-2.35404771,-0.73856589,-2.022083328,-0.145485557,-1.846936849,0.065901509,-1.298339748,-0.805417957,-0.850952404,-0.003318852,0.707492703,0.337107453,13.69684974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1018.79016
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921.37451
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924.42932
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,934.54034
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934.89783
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,937.15869
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,937.49292
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937.61768
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959.76385
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963.789
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963.87958
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,963.88806
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,963.91711
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963.95367
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964.58704
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,964.60852
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965.04279
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,965.0481
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965.23694
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965.83173
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,965.85101
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,965.85443
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,966.01697
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,967.01953
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967.11987
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970.93964
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,977.08789
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,977.18909
1473,3,54.136,-0.121632205,1.152800403,-0.044778997,-0.195443992,0.307721896,-1.786225408,-0.219105149,2.191880331,-2.043635719,0.011406889,-1.982591086,1.147282658,-0.370743078,-0.000656641,0.90342163,0.767560355,10.77921382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,977.25867
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19522
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75091
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143.54277
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.73448
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,190.44992
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,193.63297
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.57957
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.01843
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.13501
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.60907
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,694.84515
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,694.98395
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.14349
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697.93787
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,698.0448
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703.75134
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,703.78741
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705.43536
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718.16119
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,718.45477
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,718.46918
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,725.22327
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,729.08875
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730.32135
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896.89923
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,920.66833
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,921.0498
5620,10,203.424,-0.126658087,0.743545831,-0.009223166,-0.101943324,-0.008895774,-0.163815599,-1.516551078,-0.600012946,-0.946703524,-0.013774057,0.661146993,0.121590094,-0.775961667,0.000734761,1.95049658,1.812260814,12.44324215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,921.34491
5000,3,181.104,-0.111213644,0.625527077,-0.001289197,-0.031567037,0.063351576,1.127383967,0.164771903,1.13454192,0.041147214,-0.001692847,-1.708973251,-1.041628955,0.074365627,-6.87e-05,0.930755353,0.864857636,12.31191909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.87219
5000,3,181.104,-0.111213644,0.625527077,-0.001289197,-0.031567037,0.063351576,1.127383967,0.164771903,1.13454192,0.041147214,-0.001692847,-1.708973251,-1.041628955,0.074365627,-6.87e-05,0.930755353,0.864857636,12.31191909,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028.44702
5000,3,181.104,-0.111213644,0.625527077,-0.001289197,-0.031567037,0.063351576,1.127383967,0.164771903,1.13454192,0.041147214,-0.001692847,-1.708973251,-1.041628955,0.074365627,-6.87e-05,0.930755353,0.864857636,12.31191909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1062.59888
5000,3,181.104,-0.111213644,0.625527077,-0.001289197,-0.031567037,0.063351576,1.127383967,0.164771903,1.13454192,0.041147214,-0.001692847,-1.708973251,-1.041628955,0.074365627,-6.87e-05,0.930755353,0.864857636,12.31191909,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063.95764
5000,3,181.104,-0.111213644,0.625527077,-0.001289197,-0.031567037,0.063351576,1.127383967,0.164771903,1.13454192,0.041147214,-0.001692847,-1.708973251,-1.041628955,0.074365627,-6.87e-05,0.930755353,0.864857636,12.31191909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1072.77368
5000,3,181.104,-0.111213644,0.625527077,-0.001289197,-0.031567037,0.063351576,1.127383967,0.164771903,1.13454192,0.041147214,-0.001692847,-1.708973251,-1.041628955,0.074365627,-6.87e-05,0.930755353,0.864857636,12.31191909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1073.37207
