"instan","classes","FSize","LCoef01","LCoef02","LCoef03","LCoef12","LCoef13","LCoef23","skew0","skew1","skew2","skew3","kurtosis0","kurtosis1","kurtosis2","kurtosis3","nCEntropy","entroC","toCorr","AdaBoostM1","Bagging","BayesNet","DecisionStump","DecisionTable","IBk","J48","JRip","KStar","LibSVM","LMT","Logistic","LogitBoost","LWL","MultilayerPerceptron","NaiveBayes","NaiveBayesUpdateable","OneR","PART","RandomCommittee","RandomForest","RandomTree","REPTree","SimpleLogistic","SMO","Stacking","Vote","ZeroR","CPUtime","CPUtrans","CPUPred"
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2523.76099,18.9540884565004,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2523.76221,18.9540907724077,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523.58984,18.9537635562052,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523.65576,18.9538886966357,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521.91406,18.950581430191,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524.05054,18.9546380797065,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523.79565,18.9541542506979,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2523.28467,18.9531841971094,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523.5332,18.9536560305426,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523.63745,18.9538539377766,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523.06421,18.9527656233661,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2523.59888,18.9537807176083,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523.75757,18.9540819643621,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2523.31348,18.95323889471,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523.70142,18.9539753745939,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2524.25293,18.9550222260326,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523.74146,18.9540513828792,12.8447530237447
175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2523.76587,18.9540977201242,12.8447530237447
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2874.88525,19.5863526903528,12.9568525128925
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2875.18335,19.5868625463734,13.8859490909064
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.03003,19.5866003204409,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2875.44995,19.5873184904752,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2875.03735,19.5866128402219,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2873.81226,19.5845171492715,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.17578,19.5868495995298,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2875.31812,19.5870930366717,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2873.82935,19.5845463890659,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872.12354,19.581627181251,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.26831,19.5870078501609,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2876.67017,19.5894049010866,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2874.21875,19.5852125875333,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.02222,19.5865869625591,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2875.32813,19.5871101559224,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2875.31934,19.5870951231364,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.46313,19.5873410302703,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2875.03369,19.5866065803346,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.09375,19.5867093032527,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2871.98999,19.581398574276,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2876.67114,19.5894065593733,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.94849,19.5881710117829,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2875.22266,19.5869297771663,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2874.16748,19.5851248772403,15.0101076796515
286,2,11.92,6.24246471729843e-16,5.31612244967709e-16,1.79700887064241e-16,1.30208333503886e-14,-1.15368055121577e-16,-1.01102847532256e-15,0.426790431084824,0.245974619791751,0.0873143912005595,0.0912167122923417,-0.460445930900489,-0.699199244003216,-0.541494673808162,-0.452617591271614,0.261304897316127,0.584003909682703,5.76229448090899,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2874.22656,19.5852259484024,15.0101076796515
