instan,classes,FSize,LCoef01,LCoef02,LCoef03,LCoef12,LCoef13,LCoef23,skew0,skew1,skew2,skew3,kurtosis0,kurtosis1,kurtosis2,kurtosis3,nCEntropy,entroC,toCorr,AdaBoostM1,Bagging,BayesNet,DecisionStump,DecisionTable,IBk,J48,JRip,KStar,LibSVM,LMT,Logistic,LogitBoost,LWL,MultilayerPerceptron,NaiveBayes,NaiveBayesUpdateable,OneR,PART,RandomCommittee,RandomForest,RandomTree,REPTree,SimpleLogistic,SMO,Stacking,Vote,ZeroR,CPUtime,CPUTime,CPUPred
175,2,7.88,2.18E-15,-1.59E-16,-2.49E-16,-3.94E-16,-6.57E-17,-3.31E-16,0.278175767,0.069815064,-0.054777103,-0.310932051,-1.417305875,-0.77263164,-0.17130227,-0.492736539,0.288623555,0.647305998,5.739930964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523.63745,18.95385394,18.77210294
175,2,7.88,2.18E-15,-1.59E-16,-2.49E-16,-3.94E-16,-6.57E-17,-3.31E-16,0.278175767,0.069815064,-0.054777103,-0.310932051,-1.417305875,-0.77263164,-0.17130227,-0.492736539,0.288623555,0.647305998,5.739930964,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523.06421,18.95276562,18.77061323
175,2,7.88,2.18E-15,-1.59E-16,-2.49E-16,-3.94E-16,-6.57E-17,-3.31E-16,0.278175767,0.069815064,-0.054777103,-0.310932051,-1.417305875,-0.77263164,-0.17130227,-0.492736539,0.288623555,0.647305998,5.739930964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2523.59888,18.95378072,18.7720027
175,2,7.88,2.18E-15,-1.59E-16,-2.49E-16,-3.94E-16,-6.57E-17,-3.31E-16,0.278175767,0.069815064,-0.054777103,-0.310932051,-1.417305875,-0.77263164,-0.17130227,-0.492736539,0.288623555,0.647305998,5.739930964,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523.75757,18.95408196,18.7724151
175,2,7.88,2.18E-15,-1.59E-16,-2.49E-16,-3.94E-16,-6.57E-17,-3.31E-16,0.278175767,0.069815064,-0.054777103,-0.310932051,-1.417305875,-0.77263164,-0.17130227,-0.492736539,0.288623555,0.647305998,5.739930964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2523.31348,18.95323889,18.77126102
175,2,7.88,2.18E-15,-1.59E-16,-2.49E-16,-3.94E-16,-6.57E-17,-3.31E-16,0.278175767,0.069815064,-0.054777103,-0.310932051,-1.417305875,-0.77263164,-0.17130227,-0.492736539,0.288623555,0.647305998,5.739930964,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523.70142,18.95397537,18.77226918
175,2,7.88,2.18E-15,-1.59E-16,-2.49E-16,-3.94E-16,-6.57E-17,-3.31E-16,0.278175767,0.069815064,-0.054777103,-0.310932051,-1.417305875,-0.77263164,-0.17130227,-0.492736539,0.288623555,0.647305998,5.739930964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2524.25293,18.95502223,18.77370242
175,2,7.88,2.18E-15,-1.59E-16,-2.49E-16,-3.94E-16,-6.57E-17,-3.31E-16,0.278175767,0.069815064,-0.054777103,-0.310932051,-1.417305875,-0.77263164,-0.17130227,-0.492736539,0.288623555,0.647305998,5.739930964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523.74146,18.95405138,18.77237323
175,2,7.88,2.18E-15,-1.59E-16,-2.49E-16,-3.94E-16,-6.57E-17,-3.31E-16,0.278175767,0.069815064,-0.054777103,-0.310932051,-1.417305875,-0.77263164,-0.17130227,-0.492736539,0.288623555,0.647305998,5.739930964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2523.76587,18.95409772,18.77243667
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2874.88525,19.58635269,19.74677088
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2875.18335,19.58686255,19.74749687
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.03003,19.58660032,19.74712348
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2875.44995,19.58731849,19.74814615
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2875.03735,19.58661284,19.74714131
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2873.81226,19.58451715,19.74415771
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.17578,19.5868496,19.74747844
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2875.31812,19.58709304,19.74782509
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2873.82935,19.58454639,19.74419933
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872.12354,19.58162718,19.74004499
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.26831,19.58700785,19.74770379
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2876.67017,19.5894049,19.75111789
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2874.21875,19.58521259,19.74514768
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.02222,19.58658696,19.74710446
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2875.32813,19.58711016,19.74784947
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2875.31934,19.58709512,19.74782807
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.46313,19.58734103,19.74817825
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2875.03369,19.58660658,19.74713239
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.09375,19.5867093,19.74727866
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2871.98999,19.58139857,19.46017072
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2876.67114,19.58940656,19.75112025
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.94849,19.58817101,19.7493603
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2875.22266,19.58692978,19.74759261
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2874.16748,19.58512488,19.74502282
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2874.22656,19.58522595,19.7451667
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.2207,19.58692643,19.74758784
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.31396,19.58708592,19.74781496
286,2,11.92,6.24E-16,5.32E-16,1.80E-16,1.30E-14,-1.15E-16,-1.01E-15,0.426790431,0.24597462,0.087314391,0.091216712,-0.460445931,-0.699199244,-0.541494674,-0.452617591,0.261304897,0.58400391,5.762294481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2876.64966,19.58936984,19.75106794
699,2,26.752,-2.94E-15,1.07E-16,-3.12E-16,8.93E-16,-3.06E-16,-1.08E-15,-0.988161351,2.163650309,0.117605191,-0.043431903,-0.377794987,8.555881002,0.511342145,3.955321128,0.27711426,0.64200877,7.42520483,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507.38892,18.92292864,18.83680178
699,2,26.752,-2.94E-15,1.07E-16,-3.12E-16,8.93E-16,-3.06E-16,-1.08E-15,-0.988161351,2.163650309,0.117605191,-0.043431903,-0.377794987,8.555881002,0.511342145,3.955321128,0.27711426,0.64200877,7.42520483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2509.63379,18.92721076,18.84231397
699,2,26.752,-2.94E-15,1.07E-16,-3.12E-16,8.93E-16,-3.06E-16,-1.08E-15,-0.988161351,2.163650309,0.117605191,-0.043431903,-0.377794987,8.555881002,0.511342145,3.955321128,0.27711426,0.64200877,7.42520483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2507.48657,18.92311497,18.83704155
699,2,26.752,-2.94E-15,1.07E-16,-3.12E-16,8.93E-16,-3.06E-16,-1.08E-15,-0.988161351,2.163650309,0.117605191,-0.043431903,-0.377794987,8.555881002,0.511342145,3.955321128,0.27711426,0.64200877,7.42520483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502.39575,18.9133931,18.82454123
699,2,26.752,-2.94E-15,1.07E-16,-3.12E-16,8.93E-16,-3.06E-16,-1.08E-15,-0.988161351,2.163650309,0.117605191,-0.043431903,-0.377794987,8.555881002,0.511342145,3.955321128,0.27711426,0.64200877,7.42520483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2507.46289,18.92306979,18.83698341
699,2,26.752,-2.94E-15,1.07E-16,-3.12E-16,8.93E-16,-3.06E-16,-1.08E-15,-0.988161351,2.163650309,0.117605191,-0.043431903,-0.377794987,8.555881002,0.511342145,3.955321128,0.27711426,0.64200877,7.42520483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2507.28223,18.92272505,18.8365398
699,2,26.752,-2.94E-15,1.07E-16,-3.12E-16,8.93E-16,-3.06E-16,-1.08E-15,-0.988161351,2.163650309,0.117605191,-0.043431903,-0.377794987,8.555881002,0.511342145,3.955321128,0.27711426,0.64200877,7.42520483,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506.91724,18.92202852,18.83564358
699,2,26.752,-2.94E-15,1.07E-16,-3.12E-16,8.93E-16,-3.06E-16,-1.08E-15,-0.988161351,2.163650309,0.117605191,-0.043431903,-0.377794987,8.555881002,0.511342145,3.955321128,0.27711426,0.64200877,7.42520483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507.17896,18.92252798,18.83628623
699,2,26.752,-2.94E-15,1.07E-16,-3.12E-16,8.93E-16,-3.06E-16,-1.08E-15,-0.988161351,2.163650309,0.117605191,-0.043431903,-0.377794987,8.555881002,0.511342145,3.955321128,0.27711426,0.64200877,7.42520483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2507.18994,18.92254894,18.83631319
699,2,26.752,-2.94E-15,1.07E-16,-3.12E-16,8.93E-16,-3.06E-16,-1.08E-15,-0.988161351,2.163650309,0.117605191,-0.043431903,-0.377794987,8.555881002,0.511342145,3.955321128,0.27711426,0.64200877,7.42520483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2502.29248,18.91319573,18.82428766
699,2,26.752,-2.94E-15,1.07E-16,-3.12E-16,8.93E-16,-3.06E-16,-1.08E-15,-0.988161351,2.163650309,0.117605191,-0.043431903,-0.377794987,8.555881002,0.511342145,3.955321128,0.27711426,0.64200877,7.42520483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2496.83716,18.90275985,18.25652668
