"dataset","instan","classes","FSize","LCoef01","LCoef02","LCoef03","LCoef12","LCoef13","LCoef23","skew0","skew1","skew2","skew3","kurtosis0","kurtosis1","kurtosis2","kurtosis3","nCEntropy","entroC","toCorr","Acc","SAR","Algorithm","runTime","CPUtime","usedMemory"
"PCA4bankrupt_qualitative",175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,"97.16","33","LWL","46","2523.58984","225.74731"
"PCA4bankrupt_qualitative",175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,"97.12","32.99","Bagging","27","2523.65576","243.35419"
"PCA4bankrupt_qualitative",175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,"97.16","33","DecisionStump","2","2521.91406","521.50635"
"PCA4bankrupt_qualitative",175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,"97.12","32.98","LMT","264","2524.05054","502.31451"
"PCA4bankrupt_qualitative",175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,"97.16","33","J48","3","2523.79565","396.67215"
"PCA4bankrupt_qualitative",175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,"97.12","32.98","SimpleLogistic","219","2523.28467","608.26105"
"PCA4bankrupt_qualitative",175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,"95.42","32.41","KStar","213","2523.5332","216.94409"
"PCA4bankrupt_qualitative",175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,"96.01","32.62","AdaBoostM1","35","2523.63745","234.55052"
"PCA4bankrupt_qualitative",175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,"97.12","32.99","Logistic","41","2523.06421","530.18182"
"PCA4bankrupt_qualitative",175,2,7.88,2.17777078454641e-15,-1.58906260421561e-16,-2.48595875945704e-16,-3.94345773694921e-16,-6.56557016438984e-17,-3.30847266068708e-16,0.278175766555239,0.0698150641914596,-0.0547771034271461,-0.310932050870912,-1.41730587500382,-0.772631639825635,-0.171302270443687,-0.492736539129956,0.288623554810642,0.647305997903957,5.73993096375054,"97.71","33.2","NaiveBayes","2","2523.59888","225.74731"
